學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
111,3,國立臺灣大學,3131019,心理學系,D 日,M 碩士,116,33,83,13,24,8,27,7,20,5,12,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,3,國立臺灣大學,3131019,心理學系,D 日,B 學士,311,123,188,22,34,26,47,25,55,33,39,0,0,0,0,0,0,17,13,30 臺北市,1 一般
111,5,國立成功大學,3131117,心理學系,D 日,D 博士,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
111,5,國立成功大學,3131117,心理學系,D 日,M 碩士,41,16,25,5,8,7,9,2,3,2,5,0,0,0,0,0,0,0,0,21 臺南市,1 一般
111,5,國立成功大學,3131117,心理學系,D 日,B 學士,275,108,167,29,35,24,44,19,40,26,41,0,0,0,0,0,0,10,7,21 臺南市,1 一般
111,13,國立中正大學,3131019,心理學系,D 日,D 博士,15,7,8,2,0,0,0,2,1,0,2,3,2,0,0,0,3,0,0,10 嘉義縣,1 一般
111,13,國立中正大學,3131019,心理學系,D 日,M 碩士,51,26,25,6,6,9,11,3,5,8,3,0,0,0,0,0,0,0,0,10 嘉義縣,1 一般
111,13,國立中正大學,3131019,心理學系,D 日,B 學士,222,78,144,15,38,16,35,20,35,24,30,0,0,0,0,0,0,3,6,10 嘉義縣,1 一般
111,1002,輔仁大學,3131007,心理學系,D 日,D 博士,28,13,15,1,4,2,3,1,2,2,0,3,2,2,3,2,1,0,0,01 新北市,1 一般
111,1002,輔仁大學,3131007,心理學系,D 日,M 碩士,65,21,44,8,13,5,10,2,13,6,8,0,0,0,0,0,0,0,0,01 新北市,1 一般
111,1002,輔仁大學,3131007,心理學系,D 日,B 學士,273,103,170,23,43,22,51,21,38,33,37,0,0,0,0,0,0,4,1,01 新北市,1 一般
111,1003,東吳大學,3131011,心理學系,D 日,M 碩士,96,23,73,3,17,4,16,7,17,9,23,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1003,東吳大學,3131011,心理學系,D 日,B 學士,275,74,201,23,43,19,50,13,50,16,52,0,0,0,0,0,0,3,6,30 臺北市,1 一般
111,1004,中原大學,3131011,心理學系,D 日,M 碩士,94,27,67,6,14,8,14,6,20,6,19,1,0,0,0,0,0,0,0,03 桃園市,1 一般
111,1004,中原大學,3131011,心理學系,D 日,B 學士,569,179,390,32,93,39,96,47,88,35,86,0,0,0,0,0,0,26,27,03 桃園市,1 一般
111,1019,高雄醫學大學,3131002,心理學系,D 日,M 碩士,78,19,59,5,13,7,18,4,19,3,9,0,0,0,0,0,0,0,0,50 高雄市,1 一般
111,1019,高雄醫學大學,3131002,心理學系,D 日,B 學士,221,53,168,12,41,12,43,11,43,16,40,0,0,0,0,0,0,2,1,50 高雄市,1 一般
111,1029,中山醫學大學,3131004,心理學系,D 日,B 學士,217,53,164,18,37,8,46,15,42,12,34,0,0,0,0,0,0,0,5,19 臺中市,1 一般
111,1048,亞洲大學,3131013,心理學系,D 日,M 碩士,149,42,107,4,40,8,24,16,21,14,22,0,0,0,0,0,0,0,0,06 臺中市,1 一般
111,1048,亞洲大學,3131013,心理學系,D 日,B 學士,485,125,360,29,89,31,86,30,83,24,91,0,0,0,0,0,0,11,11,06 臺中市,1 一般
111,1048,亞洲大學,3131013,心理學系,N 職,M 碩士,16,6,10,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
111,1050,佛光大學,3131024,心理學系,D 日,M 碩士,50,17,33,5,10,6,8,3,6,2,9,1,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
111,1050,佛光大學,3131024,心理學系,D 日,B 學士,178,65,113,10,18,18,34,14,25,18,32,0,0,0,0,0,0,5,4,02 宜蘭縣,1 一般
111,13,國立中正大學,3131019,心理學系臨床心理學碩士班,D 日,M 碩士,57,13,44,1,13,2,13,4,9,6,9,0,0,0,0,0,0,0,0,10 嘉義縣,1 一般
111,1029,中山醫學大學,3131004,心理學系臨床心理學碩士班,D 日,M 碩士,81,21,60,6,16,4,13,3,15,8,16,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,37,國立臺北教育大學,3131007,心理與諮商學系,D 日,M 碩士,106,31,75,6,21,8,20,11,13,5,20,0,1,1,0,0,0,0,0,30 臺北市,3 師範
111,37,國立臺北教育大學,3131007,心理與諮商學系,D 日,B 學士,195,54,141,14,36,10,34,15,35,12,33,0,0,0,0,0,0,3,3,30 臺北市,3 師範
111,3002,臺北市立大學,3131055,心理與諮商學系,D 日,M 碩士,92,16,76,4,18,4,23,3,12,3,18,2,3,0,2,0,0,0,0,30 臺北市,1 一般
111,3002,臺北市立大學,3131055,心理與諮商學系,D 日,B 學士,172,33,139,7,37,7,36,6,32,8,29,0,0,0,0,0,0,5,5,30 臺北市,1 一般
111,3002,臺北市立大學,3131055,心理與諮商學系心理與諮商教學碩士學位班,N 職,M 碩士,37,2,35,1,2,1,16,0,0,0,11,0,0,0,6,0,0,0,0,30 臺北市,1 一般
111,1006,中國文化大學,3131004,心理輔導學系,D 日,M 碩士,112,27,85,5,20,2,14,4,17,7,15,2,11,7,8,0,0,0,0,30 臺北市,1 一般
111,1006,中國文化大學,3131004,心理輔導學系,D 日,B 學士,235,75,160,11,28,16,44,18,37,21,41,0,0,0,0,0,0,9,10,30 臺北市,1 一般
111,7,國立陽明交通大學,9121133,急重症醫學研究所,D 日,D 博士,18,12,6,4,0,4,2,3,2,1,0,0,2,0,0,0,0,0,0,18 新竹市,1 一般
111,7,國立陽明交通大學,9121133,急重症醫學研究所,D 日,M 碩士,28,9,19,4,2,2,4,1,11,2,2,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,14,國立高雄師範大學,1199011,性別教育博士學位學程,D 日,D 博士,23,6,17,1,5,0,2,0,2,1,3,1,3,1,2,2,0,0,0,50 高雄市,3 師範
111,14,國立高雄師範大學,1199011,性別教育研究所,D 日,M 碩士,48,14,34,1,12,8,6,3,2,2,12,0,1,0,1,0,0,0,0,50 高雄市,3 師範
111,1015,世新大學,3141007,性別研究所,D 日,M 碩士,30,10,20,2,7,2,6,3,1,3,6,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1015,世新大學,3141007,性別研究所,N 職,M 碩士,5,0,5,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,30 臺北市,1 一般
111,1019,高雄醫學大學,3141001,性別研究所,D 日,M 碩士,34,11,23,2,10,3,6,3,6,3,1,0,0,0,0,0,0,0,0,50 高雄市,1 一般
111,1016,銘傳大學,2322002,應用中國文學系,D 日,D 博士,26,11,15,2,3,0,4,1,3,2,0,2,2,1,0,3,3,0,0,30 臺北市,1 一般
111,1016,銘傳大學,2322002,應用中國文學系,D 日,M 碩士,16,1,15,0,6,0,6,1,0,0,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1016,銘傳大學,2322002,應用中國文學系,D 日,B 學士,380,113,267,18,57,24,73,34,47,24,75,0,0,0,0,0,0,13,15,30 臺北市,1 一般
111,1016,銘傳大學,2322002,應用中國文學系,N 職,M 碩士,16,4,12,2,2,0,4,1,2,0,0,1,1,0,3,0,0,0,0,30 臺北市,1 一般
111,1017,實踐大學,2322002,應用中文學系,D 日,B 學士,124,32,92,8,16,6,19,10,22,7,33,0,0,0,0,0,0,1,2,30 臺北市,1 一般
111,50,國立臺中科技大學,2322001,應用中文系,D 日,B 四技,193,38,155,8,38,10,37,7,38,10,38,0,0,0,0,0,0,3,4,19 臺中市,2 技職
111,50,國立臺中科技大學,2322001,應用中文系_多元敘事專才技優領航專班,D 日,B 四技,28,2,26,1,14,1,12,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
111,3,國立臺灣大學,7151071,應用力學研究所,D 日,D 博士,30,26,4,4,2,7,2,8,0,3,0,1,0,1,0,2,0,0,0,30 臺北市,1 一般
111,3,國立臺灣大學,7151071,應用力學研究所,D 日,M 碩士,204,176,28,86,9,78,15,10,4,2,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1031,輔英科技大學,7111008,應用化學及材料科學系,D 日,B 四技,141,104,37,20,6,36,16,16,8,27,5,0,0,0,0,0,0,5,2,12 高雄市,2 技職
111,7,國立陽明交通大學,5311036,應用化學系,D 日,D 博士,50,38,12,8,2,5,3,6,4,8,2,4,0,5,1,2,0,0,0,18 新竹市,1 一般
111,7,國立陽明交通大學,5311036,應用化學系,D 日,M 碩士,196,129,67,53,33,59,22,15,12,2,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,7,國立陽明交通大學,5311036,應用化學系,D 日,B 學士,211,132,79,37,12,32,23,25,26,33,17,0,0,0,0,0,0,5,1,18 新竹市,1 一般
111,18,國立嘉義大學,5311059,應用化學系,D 日,D 博士,8,8,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,20 嘉義市,1 一般
111,18,國立嘉義大學,5311059,應用化學系,D 日,M 碩士,24,13,11,3,6,6,3,3,1,1,1,0,0,0,0,0,0,0,0,20 嘉義市,1 一般
111,18,國立嘉義大學,5311059,應用化學系,D 日,B 學士,218,120,98,35,23,32,25,24,27,21,20,0,0,0,0,0,0,8,3,20 嘉義市,1 一般
111,19,國立高雄大學,5311022,應用化學系,D 日,M 碩士,38,29,9,10,4,9,3,9,2,1,0,0,0,0,0,0,0,0,0,50 高雄市,1 一般
111,19,國立高雄大學,5311022,應用化學系,D 日,B 學士,188,113,75,30,21,30,20,23,19,25,15,0,0,0,0,0,0,5,0,50 高雄市,1 一般
111,21,國立暨南國際大學,5311027,應用化學系,D 日,D 博士,8,6,2,1,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,08 南投縣,1 一般
111,21,國立暨南國際大學,5311027,應用化學系,D 日,M 碩士,18,12,6,2,2,6,2,4,2,0,0,0,0,0,0,0,0,0,0,08 南投縣,1 一般
111,21,國立暨南國際大學,5311027,應用化學系,D 日,B 學士,212,121,91,32,19,30,25,25,24,25,20,0,0,0,0,0,0,9,3,08 南投縣,1 一般
111,52,國立屏東大學,5311050,應用化學系,D 日,M 碩士,15,9,6,1,3,6,2,2,1,0,0,0,0,0,0,0,0,0,0,13 屏東縣,1 一般
111,52,國立屏東大學,5311050,應用化學系,D 日,B 學士,193,123,70,30,21,31,15,29,21,30,12,0,0,0,0,0,0,3,1,13 屏東縣,1 一般
111,1008,靜宜大學,5311023,應用化學系,D 日,D 博士,10,6,4,0,1,0,1,0,0,1,0,0,1,0,1,5,0,0,0,06 臺中市,1 一般
111,1008,靜宜大學,5311023,應用化學系,D 日,M 碩士,16,13,3,7,2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
111,1008,靜宜大學,5311023,應用化學系,D 日,B 學士,400,197,203,47,49,53,45,44,57,42,48,0,0,0,0,0,0,11,4,06 臺中市,1 一般
111,1018,朝陽科技大學,5311017,應用化學系,D 日,B 四技,228,150,78,24,20,42,11,37,14,35,27,0,0,0,0,0,0,12,6,06 臺中市,2 技職
111,1018,朝陽科技大學,5311017,應用化學系_國際學生產學合作專班,D 日,B 四技,49,23,26,12,14,6,8,0,0,0,0,0,0,0,0,0,0,5,4,06 臺中市,2 技職
111,7,國立陽明交通大學,5311036,應用化學系分子科學博士班,D 日,D 博士,7,4,3,1,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,18 新竹市,1 一般
111,7,國立陽明交通大學,5311036,應用化學系分子科學碩士班,D 日,M 碩士,41,28,13,11,5,10,6,7,2,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,52,國立屏東大學,5311050,應用化學系現役軍人營區在職專班,N 職,M 碩士,5,5,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,13 屏東縣,1 一般
111,1018,朝陽科技大學,5121017,應用化學系生化科技博士班,D 日,D 博士,18,10,8,6,2,2,1,0,0,1,5,0,0,0,0,1,0,0,0,06 臺中市,2 技職
111,21,國立暨南國際大學,5311027,應用化學系生物醫學碩士班,D 日,M 碩士,6,3,3,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,08 南投縣,1 一般
111,1018,朝陽科技大學,5311017,應用化學系碩士在職專班,N 職,M 碩士,7,4,3,0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,06 臺中市,2 技職
111,1018,朝陽科技大學,5311017,應用化學系碩士班,D 日,M 碩士,8,8,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職
111,1033,長榮大學,2231012,應用哲學系,D 日,B 學士,70,44,26,11,6,9,6,11,8,6,5,0,0,0,0,0,0,7,1,11 臺南市,1 一般
111,8,國立中央大學,5321037,應用地質研究所,D 日,D 博士,26,20,6,3,4,3,1,4,0,3,0,5,1,1,0,1,0,0,0,03 桃園市,1 一般
111,8,國立中央大學,5321037,應用地質研究所,D 日,M 碩士,39,24,15,10,3,11,10,3,2,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
111,1004,中原大學,2311005,應用外國語文學系,D 日,M 碩士,29,9,20,3,3,2,9,2,6,2,2,0,0,0,0,0,0,0,0,03 桃園市,1 一般
111,1004,中原大學,2311005,應用外國語文學系,D 日,B 學士,423,121,302,22,67,37,61,25,71,27,75,0,0,0,0,0,0,10,28,03 桃園市,1 一般
111,1029,中山醫學大學,2311003,應用外國語言學系,D 日,B 學士,165,30,135,9,21,5,42,5,31,7,38,0,0,0,0,0,0,4,3,19 臺中市,1 一般
111,1053,元培醫事科技大學,2311041,應用外語學士學位學程,D 日,B 四技,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,2 技職
111,17,國立臺北大學,2311004,應用外語學系,D 日,B 學士,227,58,169,16,36,15,38,14,38,12,42,0,0,0,0,0,0,1,15,01 新北市,1 一般
111,1010,元智大學,2311007,應用外語學系,D 日,M 碩士,27,7,20,3,12,3,5,0,1,1,2,0,0,0,0,0,0,0,0,03 桃園市,1 一般
111,1010,元智大學,2311007,應用外語學系,D 日,B 學士,199,68,131,12,29,12,31,16,31,17,26,0,0,0,0,0,0,11,14,03 桃園市,1 一般
111,1010,元智大學,2311007,應用外語學系,N 職,M 碩士,21,6,15,0,5,1,5,2,1,3,1,0,2,0,1,0,0,0,0,03 桃園市,1 一般
111,1017,實踐大學,2311004,應用外語學系,D 日,B 學士,389,117,272,21,49,29,71,29,62,23,76,0,0,0,0,0,0,15,14,30 臺北市,1 一般
111,1017,實踐大學,2311004,應用外語學系,P 進,B 學士,144,59,85,7,9,5,7,17,22,20,24,0,0,0,0,0,0,10,23,30 臺北市,1 一般
111,1022,大同大學,2311001,應用外語學系,D 日,B 學士,170,71,99,5,13,24,27,18,28,19,27,0,0,0,0,0,0,5,4,30 臺北市,1 一般
111,1039,玄奘大學,2311008,應用外語學系,D 日,B 學士,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18 新竹市,1 一般
111,1058,明道大學,2311044,應用外語學系,D 日,B 學士,96,37,59,0,3,5,6,9,18,16,31,0,0,0,0,0,0,7,1,07 彰化縣,1 一般
111,1017,實踐大學,2311004,應用外語學系英語溝通碩士班,D 日,M 碩士,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1011,中華大學,6134059,應用外語暨智慧商務學士學位學程,D 日,B 學士,60,43,17,9,5,18,8,16,4,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,51,國立臺北商業大學,2311006,應用外語科,D 日,5 五專,259,51,208,6,43,12,43,10,43,13,37,10,39,0,0,0,0,0,3,30 臺北市,2 技職
111,51,國立臺北商業大學,2311006,應用外語科,N 修,2 二專,71,34,37,16,18,17,19,0,0,0,0,0,0,0,0,0,0,1,0,30 臺北市,2 技職
111,1031,輔英科技大學,2311001,應用外語科,D 日,5 五專,256,54,202,15,23,9,28,8,58,14,49,8,38,0,0,0,0,0,6,12 高雄市,2 技職
111,1037,正修科技大學,2311001,應用外語科,N 修,2 二專,46,12,34,7,19,5,15,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
111,1042,高苑科技大學,2311001,應用外語科,N 修,2 二專,9,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
111,1060,南開科技大學,2311001,應用外語科,D 日,5 五專,27,8,19,0,0,0,0,0,0,5,12,3,7,0,0,0,0,0,0,08 南投縣,2 技職
111,1071,臺北城市科技大學,2311003,應用外語科,D 日,5 五專,171,65,106,13,25,11,20,16,16,12,25,11,17,0,0,0,0,2,3,30 臺北市,2 技職
111,1079,康寧大學,2311003,應用外語科,D 日,5 五專,275,62,213,13,50,14,45,16,52,11,32,8,29,0,0,0,0,0,5,30 臺北市,2 技職
111,1080,宏國德霖科技大學,2311001,應用外語科,D 日,5 五專,229,68,161,9,39,10,24,15,40,14,22,15,32,0,0,0,0,5,4,01 新北市,2 技職
111,1282,馬偕醫護管理專科學校,2311001,應用外語科,D 日,5 五專,45,6,39,0,0,0,0,0,0,4,18,2,21,0,0,0,0,0,0,30 臺北市,2 技職
111,1293,崇仁醫護管理專科學校,4191001,應用外語科,D 日,5 五專,154,29,125,6,21,4,20,6,31,6,18,6,32,0,0,0,0,1,3,10 嘉義縣,2 技職
111,22,國立臺灣科技大學,2311003,應用外語系,D 日,B 四技,184,49,135,11,28,11,30,9,34,12,30,0,0,0,0,0,0,6,13,30 臺北市,2 技職
111,22,國立臺灣科技大學,2311003,應用外語系,D 日,C 二技,45,5,40,0,0,0,0,1,17,2,22,0,0,0,0,0,0,2,1,30 臺北市,2 技職
111,23,國立雲林科技大學,2311004,應用外語系,D 日,B 四技,262,69,193,17,52,20,43,15,49,14,45,0,0,0,0,0,0,3,4,09 雲林縣,2 技職
111,24,國立屏東科技大學,2311002,應用外語系,D 日,B 四技,204,73,131,19,24,18,32,16,37,15,34,0,0,0,0,0,0,5,4,13 屏東縣,2 技職
111,33,國立虎尾科技大學,2311001,應用外語系,D 日,B 四技,383,120,263,34,58,35,64,25,71,22,69,0,0,0,0,0,0,4,1,09 雲林縣,2 技職
111,33,國立虎尾科技大學,2311001,應用外語系,N 修,B 四技,24,8,16,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
111,33,國立虎尾科技大學,2311001,應用外語系,N 修,C 二技,10,4,6,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
111,42,國立澎湖科技大學,2311001,應用外語系,D 日,B 四技,139,65,74,16,15,17,13,9,20,18,22,0,0,0,0,0,0,5,4,16 澎湖縣,2 技職
111,51,國立臺北商業大學,2311006,應用外語系,D 日,B 四技,147,44,103,12,25,6,29,9,25,16,21,0,0,0,0,0,0,1,3,30 臺北市,2 技職
111,51,國立臺北商業大學,2311006,應用外語系,D 日,C 二技,54,8,46,0,0,0,0,6,21,2,24,0,0,0,0,0,0,0,1,30 臺北市,2 技職
111,51,國立臺北商業大學,2311006,應用外語系,N 修,C 二技,136,45,91,0,0,0,0,14,34,28,40,0,0,0,0,0,0,3,17,30 臺北市,2 技職
111,1025,嘉南藥理大學,2311002,應用外語系,D 日,B 四技,249,92,157,24,28,16,37,19,35,30,52,0,0,0,0,0,0,3,5,11 臺南市,2 技職
111,1025,嘉南藥理大學,2311002,應用外語系,N 修,B 四技,15,6,9,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,4,11 臺南市,2 技職
111,1026,樹德科技大學,2311003,應用外語系,D 日,B 四技,138,57,81,8,9,16,26,9,23,18,19,0,0,0,0,0,0,6,4,12 高雄市,2 技職
111,1030,龍華科技大學,2311001,應用外語系,D 日,B 四技,321,127,194,22,21,27,32,30,63,32,61,0,0,0,0,0,0,16,17,03 桃園市,2 技職
111,1030,龍華科技大學,2311001,應用外語系,N 修,B 四技,147,81,66,27,23,11,7,16,10,18,14,0,0,0,0,0,0,9,12,03 桃園市,2 技職
111,1031,輔英科技大學,2311001,應用外語系,D 日,B 四技,81,34,47,10,11,3,8,8,7,9,10,0,0,0,0,0,0,4,11,12 高雄市,2 技職
111,1032,明新科技大學,2311001,應用外語系,D 日,B 四技,250,104,146,11,19,17,23,27,28,29,45,0,0,0,0,0,0,20,31,04 新竹縣,2 技職
111,1032,明新科技大學,2311001,應用外語系,N 修,B 四技,112,57,55,9,8,12,16,7,17,20,10,0,0,0,0,0,0,9,4,04 新竹縣,2 技職
111,1036,健行科技大學,2311001,應用外語系,D 日,B 四技,288,123,165,27,32,34,42,26,46,26,37,0,0,0,0,0,0,10,8,03 桃園市,2 技職
111,1036,健行科技大學,2311001,應用外語系,N 修,B 四技,189,84,105,19,23,11,23,19,17,24,30,0,0,0,0,0,0,11,12,03 桃園市,2 技職
111,1036,健行科技大學,2311001,應用外語系,N 修,C 二技,75,21,54,0,0,0,0,12,27,9,25,0,0,0,0,0,0,0,2,03 桃園市,2 技職
111,1037,正修科技大學,2311001,應用外語系,D 日,B 四技,158,86,72,14,10,5,2,22,26,41,30,0,0,0,0,0,0,4,4,12 高雄市,2 技職
111,1037,正修科技大學,2311001,應用外語系,N 修,B 四技,75,41,34,0,0,0,2,18,12,21,17,0,0,0,0,0,0,2,3,12 高雄市,2 技職
111,1037,正修科技大學,2311001,應用外語系,N 修,C 二技,56,15,41,0,0,0,0,9,25,6,16,0,0,0,0,0,0,0,0,12 高雄市,2 技職
111,1040,建國科技大學,2311001,應用外語系,D 日,B 四技,147,74,73,13,13,20,7,12,12,21,34,0,0,0,0,0,0,8,7,07 彰化縣,2 技職
111,1040,建國科技大學,2311001,應用外語系,N 修,B 四技,71,36,35,9,7,9,5,9,6,7,15,0,0,0,0,0,0,2,2,07 彰化縣,2 技職
111,1042,高苑科技大學,2311001,應用外語系,D 日,B 四技,158,72,86,5,5,21,30,11,14,21,28,0,0,0,0,0,0,14,9,12 高雄市,2 技職
111,1042,高苑科技大學,2311001,應用外語系,N 修,B 四技,10,5,5,0,0,0,0,1,3,4,2,0,0,0,0,0,0,0,0,12 高雄市,2 技職
111,1042,高苑科技大學,2311001,應用外語系,N 修,C 二技,27,9,18,0,0,0,0,2,13,6,5,0,0,0,0,0,0,1,0,12 高雄市,2 技職
111,1045,嶺東科技大學,2311001,應用外語系,D 日,B 四技,462,170,292,49,64,37,77,41,68,34,77,0,0,0,0,0,0,9,6,19 臺中市,2 技職
111,1045,嶺東科技大學,2311001,應用外語系,N 修,B 四技,120,49,71,10,28,7,12,13,16,17,13,0,0,0,0,0,0,2,2,19 臺中市,2 技職
111,1047,中臺科技大學,2311002,應用外語系,D 日,B 四技,118,47,71,0,0,5,11,8,16,26,34,0,0,0,0,0,0,8,10,19 臺中市,2 技職
111,1047,中臺科技大學,2311002,應用外語系,N 修,B 四技,19,9,10,0,0,0,0,5,3,3,6,0,0,0,0,0,0,1,1,19 臺中市,2 技職
111,1053,元培醫事科技大學,2311041,應用外語系,D 日,B 四技,42,20,22,0,0,1,6,7,5,5,9,0,0,0,0,0,0,7,2,18 新竹市,2 技職
111,1053,元培醫事科技大學,2311041,應用外語系,N 修,B 四技,9,3,6,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,2,18 新竹市,2 技職
111,1054,景文科技大學,2311001,應用外語系,D 日,B 四技,504,232,272,41,44,38,59,55,59,83,91,0,0,0,0,0,0,15,19,01 新北市,2 技職
111,1054,景文科技大學,2311001,應用外語系,N 修,B 四技,39,23,16,16,15,1,1,0,0,0,0,0,0,0,0,0,0,6,0,01 新北市,2 技職
111,1057,德明財經科技大學,2311001,應用外語系,D 日,B 四技,512,196,316,28,45,46,66,52,67,42,95,0,0,0,0,0,0,28,43,30 臺北市,2 技職
111,1057,德明財經科技大學,2311001,應用外語系,D 日,C 二技,30,7,23,0,0,0,0,1,11,6,11,0,0,0,0,0,0,0,1,30 臺北市,2 技職
111,1057,德明財經科技大學,2311001,應用外語系,N 修,B 四技,72,40,32,10,5,4,6,13,9,12,6,0,0,0,0,0,0,1,6,30 臺北市,2 技職
111,1060,南開科技大學,2311001,應用外語系,D 日,B 四技,6,3,3,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,08 南投縣,2 技職
111,1066,環球科技大學,2311001,應用外語系,D 日,B 四技,43,17,26,0,0,0,0,8,9,7,14,0,0,0,0,0,0,2,3,09 雲林縣,2 技職
111,1071,臺北城市科技大學,2311003,應用外語系,D 日,B 四技,349,161,188,33,42,39,24,43,40,27,54,0,0,0,0,0,0,19,28,30 臺北市,2 技職
111,1071,臺北城市科技大學,2311003,應用外語系,N 修,B 四技,41,27,14,9,9,9,5,9,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,1054,景文科技大學,2311001,應用外語系_國際學生產學合作專班,D 日,B 四技,37,10,27,0,0,0,0,0,0,10,27,0,0,0,0,0,0,0,0,01 新北市,2 技職
111,51,國立臺北商業大學,2311006,應用外語系_國際觀光產業實務專班,D 日,B 四技,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30 臺北市,2 技職
111,1037,正修科技大學,2311001,應用外語系_現役軍人營區在職專班,N 修,C 二技,83,51,32,0,0,0,0,29,12,22,20,0,0,0,0,0,0,0,0,12 高雄市,2 技職
111,1037,正修科技大學,2311001,應用外語系_現役軍人營區在職專班,N 修,2 二專,17,12,5,5,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
111,23,國立雲林科技大學,2311004,應用外語系_香港二技專班,D 日,C 二技,4,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
111,1054,景文科技大學,2311001,應用外語系_香港二技專班,D 日,C 二技,7,2,5,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,01 新北市,2 技職
111,1030,龍華科技大學,10151001,應用外語系國際觀光與會展碩士班,D 日,M 碩士,19,5,14,2,4,0,3,1,4,2,3,0,0,0,0,0,0,0,0,03 桃園市,2 技職
111,22,國立臺灣科技大學,2311003,應用外語系碩士在職專班,N 職,M 碩士,31,6,25,2,7,2,7,0,6,1,4,1,1,0,0,0,0,0,0,30 臺北市,2 技職
111,23,國立雲林科技大學,2311004,應用外語系碩士在職專班,N 職,M 碩士,35,7,28,2,9,3,10,1,5,1,3,0,1,0,0,0,0,0,0,09 雲林縣,2 技職
111,22,國立臺灣科技大學,2311003,應用外語系碩士班,D 日,M 碩士,49,20,29,7,14,7,11,2,2,4,2,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,23,國立雲林科技大學,2311004,應用外語系碩士班,D 日,M 碩士,50,11,39,3,14,2,12,4,11,2,2,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
111,24,國立屏東科技大學,2311002,應用外語系碩士班,D 日,M 碩士,11,2,9,1,5,0,1,1,2,0,1,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
111,23,國立雲林科技大學,99999064,應用工程科技學士專班,D 日,B 四技,5,4,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
111,53,國立高雄科技大學,2311003,應用德語系,D 日,B 四技,229,53,176,18,35,9,42,14,45,4,46,0,0,0,0,0,0,8,8,50 高雄市,2 技職
111,53,國立高雄科技大學,2311003,應用德語系碩士班,D 日,M 碩士,13,1,12,0,5,0,4,1,3,0,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
111,1039,玄奘大學,3131016,應用心理學系,D 日,M 碩士,107,28,79,5,22,7,22,10,25,5,8,1,1,0,1,0,0,0,0,18 新竹市,1 一般
