學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
111,5,國立成功大學,7163044,系統及船舶機電工程學系,D 日,B 學士,207,165,42,46,13,41,8,39,12,32,6,0,0,0,0,0,0,7,3,21 臺南市,1 一般
111,12,國立臺灣海洋大學,7163033,系統工程暨造船學系,D 日,D 博士,6,6,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,17 基隆市,1 一般
111,12,國立臺灣海洋大學,7163033,系統工程暨造船學系,D 日,M 碩士,51,45,6,26,1,16,5,2,0,1,0,0,0,0,0,0,0,0,0,17 基隆市,1 一般
111,12,國立臺灣海洋大學,7163033,系統工程暨造船學系,D 日,B 學士,197,171,26,46,8,41,8,43,5,36,5,0,0,0,0,0,0,5,0,17 基隆市,1 一般
111,7,國立陽明交通大學,7199102,系統工程與科技學士學位學程,D 日,B 學士,732,550,182,70,28,139,54,145,46,196,54,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,2,國立清華大學,5199033,系統神經科學研究所,D 日,D 博士,10,6,4,1,2,2,0,1,2,1,0,1,0,0,0,0,0,0,0,18 新竹市,1 一般
111,2,國立清華大學,5199033,系統神經科學研究所,D 日,M 碩士,28,13,15,6,10,3,3,3,1,1,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,1006,中國文化大學,7192108,紡織工程學系,D 日,B 學士,163,99,64,26,9,25,15,16,18,19,20,0,0,0,0,0,0,13,2,30 臺北市,1 一般
111,1006,中國文化大學,07112C01,紡織產業碩士專班,D 日,M 碩士,9,7,2,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,13,國立中正大學,99999079,紫荊不分系學士學位學程,D 日,B 學士,33,11,22,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 嘉義縣,1 一般
111,1028,臺北醫學大學,9121067,細胞治療產業碩士專班,D 日,M 碩士,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1028,臺北醫學大學,9121054,細胞治療與再生醫學國際博士學位學程,D 日,D 博士,21,11,10,1,2,1,4,6,1,2,1,1,2,0,0,0,0,0,0,30 臺北市,1 一般
111,5,國立成功大學,9121084,細胞生物與解剖學研究所,D 日,M 碩士,18,3,15,2,7,1,7,0,1,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
111,21,國立暨南國際大學,1112009,終身學習與人力資源發展碩士學位學程,N 職,M 碩士,62,14,48,3,19,2,12,4,8,3,1,0,4,2,4,0,0,0,0,08 南投縣,1 一般
111,6,國立中興大學,9199096,組織工程與再生醫學博士學位學程,D 日,D 博士,22,15,7,1,2,3,0,3,1,3,1,2,2,2,1,1,0,0,0,19 臺中市,1 一般
111,2,國立清華大學,5421044,統計學研究所,D 日,D 博士,15,9,6,2,0,1,3,3,1,3,0,0,1,0,1,0,0,0,0,18 新竹市,1 一般
111,2,國立清華大學,5421044,統計學研究所,D 日,M 碩士,54,45,9,23,3,20,6,2,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,6,國立中興大學,5421042,統計學研究所,D 日,M 碩士,40,24,16,10,8,11,6,3,2,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,7,國立陽明交通大學,5421047,統計學研究所,D 日,D 博士,10,6,4,0,1,1,0,2,0,1,1,2,1,0,0,0,1,0,0,18 新竹市,1 一般
111,7,國立陽明交通大學,5421047,統計學研究所,D 日,M 碩士,43,31,12,16,5,12,7,2,0,1,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,19,國立高雄大學,5421025,統計學研究所,D 日,M 碩士,27,19,8,10,4,8,4,1,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,1 一般
111,1,國立政治大學,5421079,統計學系,D 日,D 博士,6,4,2,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1,國立政治大學,5421079,統計學系,D 日,M 碩士,66,49,17,20,10,26,6,2,1,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1,國立政治大學,5421079,統計學系,D 日,B 學士,234,119,115,26,30,26,26,26,30,31,24,0,0,0,0,0,0,10,5,30 臺北市,1 一般
111,5,國立成功大學,5421029,統計學系,D 日,D 博士,10,7,3,1,1,2,1,1,0,0,1,1,0,2,0,0,0,0,0,21 臺南市,1 一般
111,5,國立成功大學,5421029,統計學系,D 日,M 碩士,36,19,17,9,7,8,8,2,2,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
111,5,國立成功大學,5421029,統計學系,D 日,B 學士,276,159,117,44,19,37,26,28,35,37,31,0,0,0,0,0,0,13,6,21 臺南市,1 一般
111,17,國立臺北大學,5421033,統計學系,D 日,M 碩士,44,26,18,13,9,13,8,0,1,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
111,17,國立臺北大學,5421033,統計學系,D 日,B 學士,251,128,123,32,26,35,29,29,30,30,32,0,0,0,0,0,0,2,6,01 新北市,1 一般
111,17,國立臺北大學,5421033,統計學系,N 職,M 碩士,65,36,29,9,10,8,10,12,3,4,5,3,1,0,0,0,0,0,0,01 新北市,1 一般
111,1001,東海大學,5421035,統計學系,D 日,D 博士,3,1,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,19 臺中市,1 一般
111,1001,東海大學,5421035,統計學系,D 日,M 碩士,10,6,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,1001,東海大學,5421035,統計學系,D 日,B 學士,372,195,177,38,33,54,48,51,48,46,46,0,0,0,0,0,0,6,2,19 臺中市,1 一般
111,1005,淡江大學,5421024,統計學系,D 日,B 學士,670,389,281,76,52,89,74,104,71,95,73,0,0,0,0,0,0,25,11,01 新北市,1 一般
111,1007,逢甲大學,5421040,統計學系,D 日,B 學士,423,235,188,62,46,51,46,53,49,59,42,0,0,0,0,0,0,10,5,19 臺中市,1 一般
111,1007,逢甲大學,5421040,統計學系應用統計博士班,D 日,D 博士,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19 臺中市,1 一般
111,1005,淡江大學,5421024,統計學系應用統計學碩士班,D 日,M 碩士,16,9,7,7,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
111,1005,淡江大學,5421024,統計學系數據科學碩士班,D 日,M 碩士,21,7,14,3,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
111,1007,逢甲大學,5421040,統計學系統計與精算碩士班,D 日,M 碩士,34,21,13,9,9,11,4,1,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,8,國立中央大學,5421052,統計研究所,D 日,D 博士,5,3,2,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,03 桃園市,1 一般
111,8,國立中央大學,5421052,統計研究所,D 日,M 碩士,52,32,20,16,11,16,7,0,2,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
111,3,國立臺灣大學,5421060,統計碩士學位學程,D 日,M 碩士,33,21,12,9,7,9,4,2,0,1,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,3,國立臺灣大學,5421168,統計與數據科學研究所,D 日,M 碩士,15,11,4,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1002,輔仁大學,5421049,統計資訊學系,D 日,B 學士,455,201,254,56,55,52,57,44,65,44,66,0,0,0,0,0,0,5,11,01 新北市,1 一般
111,1002,輔仁大學,5421049,統計資訊學系應用統計碩士在職專班,N 職,M 碩士,47,29,18,12,8,14,7,2,0,0,1,1,2,0,0,0,0,0,0,01 新北市,1 一般
111,1002,輔仁大學,5421049,統計資訊學系應用統計碩士班,D 日,M 碩士,40,16,24,2,16,10,7,2,1,2,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
111,15,國立彰化師範大學,5421039,統計資訊研究所,D 日,M 碩士,19,8,11,4,4,4,6,0,1,0,0,0,0,0,0,0,0,0,0,07 彰化縣,3 師範
111,1021,真理大學,5499065,統計資訊與精算學系,D 日,M 碩士,9,3,6,2,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
111,1021,真理大學,5499065,統計資訊與精算學系,D 日,B 學士,105,67,38,13,5,20,12,19,14,12,5,0,0,0,0,0,0,3,2,01 新北市,1 一般
111,14,國立高雄師範大學,2299020,經學研究所,D 日,M 碩士,45,17,28,7,9,6,5,2,9,1,4,1,0,0,0,0,1,0,0,50 高雄市,3 師範
111,14,國立高雄師範大學,2299020,經學研究所經學碩士在職專班,N 職,M 碩士,10,6,4,0,0,0,0,5,3,0,0,0,1,1,0,0,0,0,0,50 高雄市,3 師範
111,9,國立中山大學,3111009,經濟學研究所,D 日,M 碩士,52,25,27,15,10,10,16,0,1,0,0,0,0,0,0,0,0,0,0,50 高雄市,1 一般
111,9,國立中山大學,3111009,經濟學研究所,N 職,M 碩士,24,12,12,2,3,1,3,3,1,6,3,0,0,0,2,0,0,0,0,50 高雄市,1 一般
111,1,國立政治大學,3111024,經濟學系,D 日,D 博士,10,9,1,2,0,1,0,1,0,1,0,0,0,2,1,2,0,0,0,30 臺北市,1 一般
111,1,國立政治大學,3111024,經濟學系,D 日,M 碩士,95,71,24,29,14,31,10,5,0,6,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1,國立政治大學,3111024,經濟學系,D 日,B 學士,415,229,186,48,40,52,44,55,42,60,47,0,0,0,0,0,0,14,13,30 臺北市,1 一般
111,2,國立清華大學,3111011,經濟學系,D 日,D 博士,11,5,6,1,0,1,2,0,0,1,0,0,4,0,0,2,0,0,0,18 新竹市,1 一般
111,2,國立清華大學,3111011,經濟學系,D 日,M 碩士,55,31,24,11,13,16,8,2,2,2,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,2,國立清華大學,3111011,經濟學系,D 日,B 學士,489,202,287,37,67,56,61,40,77,50,70,0,0,0,0,0,0,19,12,18 新竹市,1 一般
111,3,國立臺灣大學,3111015,經濟學系,D 日,D 博士,24,14,10,6,2,2,3,3,0,0,0,2,4,0,0,1,1,0,0,30 臺北市,1 一般
111,3,國立臺灣大學,3111015,經濟學系,D 日,M 碩士,125,88,37,35,13,30,17,14,6,9,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,3,國立臺灣大學,3111015,經濟學系,D 日,B 學士,617,378,239,88,44,85,59,86,56,94,57,0,0,0,0,0,0,25,23,30 臺北市,1 一般
111,3,國立臺灣大學,3111015,經濟學系,N 職,M 碩士,74,39,35,17,10,11,14,8,9,1,1,2,0,0,1,0,0,0,0,30 臺北市,1 一般
111,5,國立成功大學,3111114,經濟學系,D 日,M 碩士,29,20,9,8,4,9,5,1,0,2,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
111,5,國立成功大學,3111114,經濟學系,D 日,B 學士,252,111,141,22,36,24,44,31,29,27,29,0,0,0,0,0,0,7,3,21 臺南市,1 一般
111,8,國立中央大學,3111013,經濟學系,D 日,D 博士,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,03 桃園市,1 一般
111,8,國立中央大學,3111013,經濟學系,D 日,M 碩士,26,12,14,6,6,5,7,1,0,0,1,0,0,0,0,0,0,0,0,03 桃園市,1 一般
111,8,國立中央大學,3111013,經濟學系,D 日,B 學士,240,123,117,30,29,26,32,30,30,34,23,0,0,0,0,0,0,3,3,03 桃園市,1 一般
111,13,國立中正大學,3111017,經濟學系,D 日,B 學士,386,189,197,43,63,42,52,50,44,49,37,0,0,0,0,0,0,5,1,10 嘉義縣,1 一般
111,17,國立臺北大學,3111009,經濟學系,D 日,D 博士,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,01 新北市,1 一般
111,17,國立臺北大學,3111009,經濟學系,D 日,M 碩士,65,43,22,18,11,22,9,1,2,2,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
111,17,國立臺北大學,3111009,經濟學系,D 日,B 學士,501,267,234,64,58,74,56,59,62,63,53,0,0,0,0,0,0,7,5,01 新北市,1 一般
111,17,國立臺北大學,3111009,經濟學系,P 進,B 學士,176,94,82,22,16,26,16,24,17,15,27,0,0,0,0,0,0,7,6,01 新北市,1 一般
111,20,國立東華大學,3111034,經濟學系,D 日,D 博士,10,5,5,0,1,1,2,1,0,1,1,0,0,1,0,1,1,0,0,15 花蓮縣,1 一般
111,20,國立東華大學,3111034,經濟學系,D 日,M 碩士,16,9,7,5,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,15 花蓮縣,1 一般
111,20,國立東華大學,3111034,經濟學系,D 日,B 學士,211,121,90,28,21,34,24,22,21,26,20,0,0,0,0,0,0,11,4,15 花蓮縣,1 一般
111,21,國立暨南國際大學,3111016,經濟學系,D 日,M 碩士,15,6,9,2,7,3,2,0,0,1,0,0,0,0,0,0,0,0,0,08 南投縣,1 一般
111,21,國立暨南國際大學,3111016,經濟學系,D 日,B 學士,239,130,109,29,26,35,24,32,25,31,31,0,0,0,0,0,0,3,3,08 南投縣,1 一般
111,1001,東海大學,3111012,經濟學系,D 日,M 碩士,15,2,13,2,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,1001,東海大學,3111012,經濟學系,D 日,B 學士,492,246,246,53,47,63,65,60,62,58,63,0,0,0,0,0,0,12,9,19 臺中市,1 一般
111,1001,東海大學,3111012,經濟學系,P 進,B 學士,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,1002,輔仁大學,3111055,經濟學系,D 日,M 碩士,22,8,14,5,7,1,7,2,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
111,1002,輔仁大學,3111055,經濟學系,D 日,B 學士,449,240,209,47,41,68,54,61,51,55,56,0,0,0,0,0,0,9,7,01 新北市,1 一般
111,1002,輔仁大學,3111055,經濟學系,P 進,B 學士,174,103,71,21,9,20,13,28,16,23,19,0,0,0,0,0,0,11,14,01 新北市,1 一般
111,1003,東吳大學,3111008,經濟學系,D 日,D 博士,20,12,8,1,2,2,1,2,2,2,2,1,0,2,1,2,0,0,0,30 臺北市,1 一般
111,1003,東吳大學,3111008,經濟學系,D 日,M 碩士,29,20,9,7,3,10,3,2,2,1,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1003,東吳大學,3111008,經濟學系,D 日,B 學士,765,372,393,81,92,94,93,77,100,93,91,0,0,0,0,0,0,27,17,30 臺北市,1 一般
111,1003,東吳大學,3111008,經濟學系,N 職,M 碩士,20,9,11,2,6,4,2,0,1,2,1,0,1,1,0,0,0,0,0,30 臺北市,1 一般
111,1005,淡江大學,3111076,經濟學系,D 日,B 學士,658,375,283,73,65,82,76,92,65,99,66,0,0,0,0,0,0,29,11,01 新北市,1 一般
111,1006,中國文化大學,3111099,經濟學系,D 日,M 碩士,14,11,3,4,1,5,1,1,0,0,0,1,0,0,1,0,0,0,0,30 臺北市,1 一般
111,1006,中國文化大學,3111099,經濟學系,D 日,B 學士,369,234,135,41,22,66,36,53,33,52,32,0,0,0,0,0,0,22,12,30 臺北市,1 一般
111,1007,逢甲大學,3111009,經濟學系,D 日,D 博士,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,19 臺中市,1 一般
111,1007,逢甲大學,3111009,經濟學系,D 日,M 碩士,23,17,6,5,3,6,2,3,0,3,1,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,1007,逢甲大學,3111009,經濟學系,D 日,B 學士,441,208,233,53,53,54,57,43,55,48,58,0,0,0,0,0,0,10,10,19 臺中市,1 一般
111,1015,世新大學,3111005,經濟學系,D 日,M 碩士,21,6,15,4,7,1,7,0,0,1,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1015,世新大學,3111005,經濟學系,D 日,B 學士,308,192,116,43,24,50,34,43,27,47,28,0,0,0,0,0,0,9,3,30 臺北市,1 一般
111,1021,真理大學,3111014,經濟學系,D 日,M 碩士,12,11,1,6,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
111,1021,真理大學,3111014,經濟學系,D 日,B 學士,169,119,50,21,8,24,15,29,15,30,11,0,0,0,0,0,0,15,1,01 新北市,1 一般
111,13,國立中正大學,3111017,經濟學系國際經濟學博士班,D 日,D 博士,5,5,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,10 嘉義縣,1 一般
111,13,國立中正大學,3111017,經濟學系國際經濟學碩士在職專班,N 職,M 碩士,49,22,27,7,8,7,12,4,4,1,2,2,1,1,0,0,0,0,0,10 嘉義縣,1 一般
111,13,國立中正大學,3111017,經濟學系國際經濟學碩士班,D 日,M 碩士,68,42,26,18,10,18,14,1,1,4,1,1,0,0,0,0,0,0,0,10 嘉義縣,1 一般
111,1005,淡江大學,3111076,經濟學系經濟與財務碩士班,D 日,M 碩士,11,6,5,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
111,1016,銘傳大學,4121059,經濟與金融學系,D 日,M 碩士,8,3,5,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1016,銘傳大學,4121059,經濟與金融學系,D 日,B 學士,430,215,215,48,36,51,63,47,61,54,48,0,0,0,0,0,0,15,7,30 臺北市,1 一般
111,1023,南臺科技大學,4131016,經營管理博士學位學程,D 日,D 博士,31,12,19,4,4,1,7,0,1,2,3,2,1,1,3,2,0,0,0,11 臺南市,2 技職
111,32,國立聯合大學,4131011,經營管理學系,D 日,M 碩士,18,6,12,4,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,05 苗栗縣,1 一般
111,32,國立聯合大學,4131011,經營管理學系,D 日,B 學士,568,230,338,58,79,52,82,49,93,61,81,0,0,0,0,0,0,10,3,05 苗栗縣,1 一般
111,32,國立聯合大學,4131011,經營管理學系,P 進,B 學士,170,84,86,18,26,21,22,23,13,17,18,0,0,0,0,0,0,5,7,05 苗栗縣,1 一般
111,1048,亞洲大學,4131017,經營管理學系,D 日,M 碩士,58,27,31,20,19,2,6,3,2,2,4,0,0,0,0,0,0,0,0,06 臺中市,1 一般
111,1048,亞洲大學,4131017,經營管理學系,D 日,B 學士,463,191,272,31,62,46,50,55,83,48,71,0,0,0,0,0,0,11,6,06 臺中市,1 一般
111,1048,亞洲大學,4131017,經營管理學系,N 職,M 碩士,122,79,43,54,34,17,7,7,1,1,1,0,0,0,0,0,0,0,0,06 臺中市,1 一般
111,1048,亞洲大學,4131017,經營管理學系,P 進,B 學士,125,74,51,19,21,27,10,22,7,6,13,0,0,0,0,0,0,0,0,06 臺中市,1 一般
111,1048,亞洲大學,4131017,經營管理學系企業經濟與策略博士班,D 日,D 博士,76,41,35,9,8,5,7,11,5,4,6,4,5,4,4,4,0,0,0,06 臺中市,1 一般
111,7,國立陽明交通大學,4131017,經營管理研究所,D 日,D 博士,25,12,13,2,2,2,2,1,1,1,2,2,1,0,1,4,4,0,0,18 新竹市,1 一般
111,7,國立陽明交通大學,4131017,經營管理研究所,D 日,M 碩士,92,35,57,13,32,17,22,3,3,2,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,19,國立高雄大學,4131007,經營管理研究所,D 日,M 碩士,26,9,17,4,9,5,8,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,1 一般
111,1026,樹德科技大學,4131017,經營管理研究所,D 日,M 碩士,32,13,19,7,9,5,6,0,4,1,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
111,1026,樹德科技大學,4131017,經營管理研究所,N 職,M 碩士,45,27,18,10,6,13,9,1,2,3,1,0,0,0,0,0,0,0,0,12 高雄市,2 技職
111,1033,長榮大學,4131026,經營管理研究所,D 日,D 博士,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,11 臺南市,1 一般
111,1038,萬能科技大學,4131005,經營管理研究所,D 日,M 碩士,34,15,19,7,10,7,6,1,3,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
111,1038,萬能科技大學,4131005,經營管理研究所,N 職,M 碩士,94,51,43,29,20,21,22,1,1,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
111,1026,樹德科技大學,4131017,經營管理研究所_現役軍人營區在職專班,N 職,M 碩士,23,16,7,15,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,12 高雄市,2 技職
111,1007,逢甲大學,4131020,經營管理碩士在職學位學程,N 職,M 碩士,416,225,191,107,91,87,88,20,9,6,2,5,1,0,0,0,0,0,0,19 臺中市,1 一般
111,2,國立清華大學,4131016,經營管理碩士在職專班,N 職,M 碩士,123,76,47,30,25,38,17,2,2,4,1,2,2,0,0,0,0,0,0,18 新竹市,1 一般
111,1007,逢甲大學,4131020,經營管理碩士在職專班,N 職,M 碩士,3,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,19 臺中市,1 一般
111,2,國立清華大學,4131016,經營管理碩士在職專班現役軍人營區碩士在職專班,N 職,M 碩士,5,5,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,18 新竹市,1 一般
111,5,國立成功大學,4131122,經營管理碩士學位學程(AMBA),D 日,M 碩士,49,18,31,5,11,3,12,3,4,7,4,0,0,0,0,0,0,0,0,21 臺南市,1 一般
111,1,國立政治大學,4131062,經營管理碩士學程全球華商班,N 職,M 碩士,79,43,36,14,16,15,14,10,5,1,0,3,1,0,0,0,0,0,0,30 臺北市,1 一般
111,1,國立政治大學,4131062,經營管理碩士學程高階經營班,N 職,M 碩士,490,283,207,96,72,94,73,53,44,26,10,14,8,0,0,0,0,0,0,30 臺北市,1 一般
111,1082,崇右影藝科技大學,4191018,經營管理科,N 修,2 二專,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17 基隆市,2 技職
111,25,國立臺北科技大學,4131011,經營管理系,D 日,B 四技,245,66,179,18,42,14,46,15,44,17,44,0,0,0,0,0,0,2,3,30 臺北市,2 技職
111,1041,明志科技大學,4131005,經營管理系,D 日,B 四技,371,100,271,17,64,28,70,28,73,23,62,0,0,0,0,0,0,4,2,01 新北市,2 技職
111,1047,中臺科技大學,4131038,經營管理系,D 日,B 四技,102,37,65,11,18,13,12,5,6,5,22,0,0,0,0,0,0,3,7,19 臺中市,2 技職
111,1047,中臺科技大學,4131038,經營管理系,N 修,B 四技,34,17,17,4,6,10,6,0,0,3,5,0,0,0,0,0,0,0,0,19 臺中市,2 技職
111,1082,崇右影藝科技大學,4191018,經營管理系,D 日,B 四技,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,17 基隆市,2 技職
111,1082,崇右影藝科技大學,4191018,經營管理系,N 修,C 二技,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,17 基隆市,2 技職
111,25,國立臺北科技大學,4131011,經營管理系_香港二技專班,D 日,C 二技,6,2,4,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,25,國立臺北科技大學,4131011,經營管理系碩士在職專班,N 職,M 碩士,32,10,22,2,12,7,8,1,1,0,1,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,25,國立臺北科技大學,4131011,經營管理系碩士班,D 日,M 碩士,123,48,75,23,28,21,33,4,11,0,3,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,1041,明志科技大學,4131005,經營管理系碩士班,D 日,M 碩士,32,13,19,6,9,4,5,2,5,1,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
111,1082,崇右影藝科技大學,4191018,經營管理系碩士班,D 日,M 碩士,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17 基隆市,2 技職
111,36,國立臺南大學,4131041,經營與管理學系,D 日,B 學士,158,68,90,21,20,19,20,15,23,12,25,0,0,0,0,0,0,1,2,21 臺南市,1 一般
111,36,國立臺南大學,4199041,經營與管理學系科技管理碩士在職專班,N 職,M 碩士,40,20,20,10,10,9,9,0,1,0,0,1,0,0,0,0,0,0,0,21 臺南市,1 一般
111,36,國立臺南大學,4199041,經營與管理學系科技管理碩士班,D 日,M 碩士,34,9,25,4,14,5,11,0,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
111,36,國立臺南大學,4199041,經營與管理學系高階管理碩士在職專班,N 職,M 碩士,43,15,28,8,13,6,14,1,0,0,1,0,0,0,0,0,0,0,0,21 臺南市,1 一般
111,1042,高苑科技大學,5299034,綠環境設計學位學程,D 日,B 四技,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12 高雄市,2 技職
111,1033,長榮大學,5211078,綠能與環境資源學系,D 日,B 學士,127,89,38,21,8,24,11,30,9,14,10,0,0,0,0,0,0,0,0,11 臺南市,1 一般
111,3,國立臺灣大學,7112084,綠色永續材料與精密元件博士學位學程,D 日,D 博士,6,5,1,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1012,大葉大學,2123013,綠色產品設計學士學位學程,D 日,B 學士,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,07 彰化縣,1 一般
111,30,國立臺東大學,4131038,綠色產業高階管理碩士在職專班,N 職,M 碩士,7,6,1,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,14 臺東縣,1 一般
111,31,國立宜蘭大學,7194025,綠色科技學程碩士在職專班,N 職,M 碩士,25,22,3,8,2,8,1,2,0,2,0,0,0,1,0,1,0,0,0,02 宜蘭縣,1 一般
111,1042,高苑科技大學,7132031,綠色能源應用系_國際學生產學合作專班,D 日,B 四技,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12 高雄市,2 技職
111,36,國立臺南大學,7132058,綠色能源科技學系,D 日,M 碩士,35,24,11,9,8,10,1,1,1,4,1,0,0,0,0,0,0,0,0,21 臺南市,1 一般
111,36,國立臺南大學,7132058,綠色能源科技學系,D 日,B 學士,168,117,51,31,15,34,10,26,12,24,13,0,0,0,0,0,0,2,1,21 臺南市,1 一般
111,36,國立臺南大學,7132058,綠色能源科技學系,N 職,M 碩士,32,29,3,12,2,10,1,2,0,0,0,4,0,1,0,0,0,0,0,21 臺南市,1 一般
111,36,國立臺南大學,7132058,綠色能源科技學系,P 進,B 學士,105,86,19,26,7,16,8,23,3,19,1,0,0,0,0,0,0,2,0,21 臺南市,1 一般
111,1007,逢甲大學,7132079,綠色能源科技碩士學位學程,D 日,M 碩士,21,17,4,12,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,30,國立臺東大學,6199023,綠色與資訊科技學士學位學程,D 日,B 學士,122,97,25,28,4,24,7,21,10,23,3,0,0,0,0,0,0,1,1,14 臺東縣,1 一般
111,8,國立中央大學,6132002,網路學習科技研究所,D 日,D 博士,28,19,9,5,2,2,1,2,1,4,2,1,0,2,2,3,1,0,0,03 桃園市,1 一般
111,8,國立中央大學,6132002,網路學習科技研究所,D 日,M 碩士,52,33,19,16,9,15,8,1,2,0,0,1,0,0,0,0,0,0,0,03 桃園市,1 一般
111,8,國立中央大學,6132002,網路學習科技研究所,N 職,M 碩士,53,26,27,8,11,5,10,7,5,3,1,2,0,1,0,0,0,0,0,03 桃園市,1 一般
111,7,國立陽明交通大學,6121060,網路工程研究所,D 日,M 碩士,130,107,23,40,9,46,10,17,3,4,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
