學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
1076,華夏科技大學,04199005,資產與物業管理系碩士班,D 日,M 碩士,11,6,5,3,2,2,3,1,-,-,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
1076,華夏科技大學,04199005,資產與物業管理系,D 日,B 四技,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,01 新北市,2 技職
1076,華夏科技大學,04199005,資產與物業管理系_境外專班,N 職,M 碩士,7,5,2,-,-,-,-,5,1,-,1,-,-,-,-,-,-,-,-,01 新北市,2 技職
1076,華夏科技大學,04199005,資產與物業管理系碩士在職專班,N 職,M 碩士,30,23,7,11,4,11,3,-,-,1,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
1076,華夏科技大學,04199005,資產與物業管理系,N 修,C 二技,105,56,49,-,-,-,-,11,8,40,40,-,-,-,-,-,-,5,1,01 新北市,2 技職
1076,華夏科技大學,04199005,資產與物業管理科,N 修,2 二專,13,8,5,-,-,8,5,-,-,-,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
1076,華夏科技大學,06131009,資訊管理系,D 日,B 四技,125,94,31,14,2,21,4,32,21,21,4,-,-,-,-,-,-,6,-,01 新北市,2 技職
1076,華夏科技大學,06131009,資訊管理系,D 日,C 二技,51,40,11,-,-,-,-,14,5,22,6,-,-,-,-,-,-,4,-,01 新北市,2 技職
1076,華夏科技大學,06131009,資訊管理科,D 日,5 五專,172,110,62,13,14,27,13,25,13,25,16,16,6,-,-,-,-,4,-,01 新北市,2 技職
1076,華夏科技大學,06131009,資訊管理系碩士在職專班,N 職,M 碩士,21,11,10,5,4,4,6,-,-,2,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
1076,華夏科技大學,06131009,資訊管理系_現役軍人營區在職專班,N 職,M 碩士,4,3,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
1076,華夏科技大學,06131009,資訊管理系,N 修,B 四技,39,20,19,3,5,2,3,4,3,7,7,-,-,-,-,-,-,4,1,01 新北市,2 技職
1076,華夏科技大學,06131009,資訊管理系,N 修,C 二技,118,79,39,-,-,-,-,31,15,47,24,-,-,-,-,-,-,1,-,01 新北市,2 技職
1076,華夏科技大學,06131009,資訊管理系_現役軍人營區在職專班,N 修,C 二技,40,32,8,-,-,-,-,-,-,32,8,-,-,-,-,-,-,-,-,01 新北市,2 技職
1076,華夏科技大學,06131009,資訊管理科,N 修,2 二專,9,3,6,-,-,3,6,-,-,-,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
1076,華夏科技大學,06131012,資訊工程系,D 日,B 四技,111,99,12,18,3,20,6,36,2,19,1,-,-,-,-,-,-,6,-,01 新北市,2 技職
1076,華夏科技大學,06131012,資訊工程系,N 修,B 四技,36,30,6,6,3,11,-,7,1,2,2,-,-,-,-,-,-,4,-,01 新北市,2 技職
1076,華夏科技大學,07141010,電機工程系,D 日,B 四技,52,51,1,7,-,11,-,19,-,12,1,-,-,-,-,-,-,2,-,01 新北市,2 技職
1076,華夏科技大學,07141010,電機工程系,D 日,C 二技,28,28,-,-,-,-,-,5,-,19,-,-,-,-,-,-,-,4,-,01 新北市,2 技職
1076,華夏科技大學,07141010,電機工程科,D 日,5 五專,165,162,3,30,1,38,-,23,1,34,1,34,-,-,-,-,-,3,-,01 新北市,2 技職
1076,華夏科技大學,07141010,電機工程系,N 修,B 四技,39,36,3,8,1,6,1,6,-,12,1,-,-,-,-,-,-,4,-,01 新北市,2 技職
1076,華夏科技大學,07141010,電機工程科,N 修,2 二專,18,16,2,-,-,16,2,-,-,-,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
1076,華夏科技大學,07141011,電子工程系,D 日,B 四技,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,01 新北市,2 技職
1076,華夏科技大學,07141011,電子工程系,N 修,C 二技,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,01 新北市,2 技職
1076,華夏科技大學,07141016,智慧型機器人研究所,D 日,M 碩士,24,24,-,12,-,4,-,4,-,4,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
1076,華夏科技大學,07141020,機器人學士學位學程,D 日,B 四技,19,18,1,-,-,-,-,10,-,8,1,-,-,-,-,-,-,-,-,01 新北市,2 技職
1076,華夏科技大學,07141020,機器人學士學位學程,N 修,B 四技,5,3,2,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,01 新北市,2 技職
1076,華夏科技大學,07151013,機械工程系,D 日,B 四技,109,106,3,16,1,15,-,52,-,21,2,-,-,-,-,-,-,2,-,01 新北市,2 技職
1076,華夏科技大學,07151013,機械工程系_國際學生產學合作專班,D 日,B 四技,30,20,10,-,-,-,-,-,-,20,10,-,-,-,-,-,-,-,-,01 新北市,2 技職
1076,華夏科技大學,07151013,機械工程科,D 日,5 五專,78,77,1,15,-,25,1,9,-,13,-,14,-,-,-,-,-,1,-,01 新北市,2 技職
1076,華夏科技大學,07151013,機械工程系,N 修,B 四技,45,41,4,-,-,16,1,15,-,2,2,-,-,-,-,-,-,8,1,01 新北市,2 技職
1076,華夏科技大學,07151013,機械工程系,N 修,C 二技,74,69,5,-,-,-,-,17,1,52,4,-,-,-,-,-,-,-,-,01 新北市,2 技職
1076,華夏科技大學,07161021,智慧車輛系,D 日,B 四技,101,100,1,66,-,34,1,-,-,-,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
1076,華夏科技大學,07161021,智慧車輛系,N 修,B 四技,42,41,1,7,-,34,1,-,-,-,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
1076,華夏科技大學,07161021,智慧車輛系,N 修,C 二技,16,15,1,-,-,-,-,15,1,-,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
1076,華夏科技大學,07311017,建築系,D 日,B 四技,91,70,21,9,4,11,3,20,9,16,5,-,-,-,-,-,-,14,-,01 新北市,2 技職
1076,華夏科技大學,07311017,建築科,D 日,5 五專,143,101,42,15,8,26,15,21,6,24,9,15,4,-,-,-,-,-,-,01 新北市,2 技職
1076,華夏科技大學,07311017,建築系,N 修,B 四技,43,35,8,3,1,14,-,11,5,6,1,-,-,-,-,-,-,1,1,01 新北市,2 技職
1076,華夏科技大學,10121019,化妝品應用系,D 日,B 四技,198,13,185,2,27,5,32,3,61,1,55,-,-,-,-,-,-,2,10,01 新北市,2 技職
1076,華夏科技大學,10121019,化妝品應用系,N 修,B 四技,158,18,140,3,36,5,11,4,43,4,34,-,-,-,-,-,-,2,16,01 新北市,2 技職
1076,華夏科技大學,10121019,化妝品應用系,N 修,C 二技,61,2,59,-,-,-,-,-,25,1,32,-,-,-,-,-,-,1,2,01 新北市,2 技職
1076,華夏科技大學,10121019,化妝品應用科,N 修,2 二專,33,1,32,-,15,1,10,-,-,-,-,-,-,-,-,-,-,-,7,01 新北市,2 技職
1077,慈濟科技大學,04132003,行銷與流通管理系_外國學生專班,D 日,B 四技,34,22,12,-,-,-,-,22,12,-,-,-,-,-,-,-,-,-,-,15 花蓮縣,2 技職
1077,慈濟科技大學,04132003,行銷與流通管理系,D 日,B 四技,131,65,66,20,14,13,16,10,23,18,11,-,-,-,-,-,-,4,2,15 花蓮縣,2 技職
1077,慈濟科技大學,04133012,醫務暨健康管理系,D 日,B 四技,147,26,121,5,24,3,31,8,28,7,35,-,-,-,-,-,-,3,3,15 花蓮縣,2 技職
1077,慈濟科技大學,06131005,資訊科技與管理系,D 日,B 四技,178,121,57,29,7,25,23,36,14,26,13,-,-,-,-,-,-,5,-,15 花蓮縣,2 技職
1077,慈濟科技大學,09131007,護理系碩士班,D 日,M 碩士,8,-,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15 花蓮縣,2 技職
1077,慈濟科技大學,09131007,護理系,D 日,B 四技,599,128,471,40,140,31,106,21,105,34,116,-,-,-,-,-,-,2,4,15 花蓮縣,2 技職
1077,慈濟科技大學,09131007,護理系,D 日,C 二技,273,28,245,-,-,-,-,16,125,12,118,-,-,-,-,-,-,-,2,15 花蓮縣,2 技職
1077,慈濟科技大學,09131007,護理科,D 日,5 五專,"1,321",192,"1,129",27,216,48,252,38,236,35,199,39,201,-,-,-,-,5,25,15 花蓮縣,2 技職
1077,慈濟科技大學,09131007,護理系,N 修,C 二技,190,15,175,-,-,-,-,9,92,5,79,-,-,-,-,-,-,1,4,15 花蓮縣,2 技職
1077,慈濟科技大學,09141009,放射醫學科學研究所,D 日,M 碩士,18,11,7,6,3,4,4,-,-,1,-,-,-,-,-,-,-,-,-,15 花蓮縣,2 技職
1077,慈濟科技大學,09141010,醫學影像暨放射科學系,D 日,B 四技,165,115,50,31,12,33,17,19,10,22,8,-,-,-,-,-,-,10,3,15 花蓮縣,2 技職
1077,慈濟科技大學,09211011,長期照護研究所,D 日,M 碩士,27,2,25,1,5,1,10,-,9,-,1,-,-,-,-,-,-,-,-,15 花蓮縣,2 技職
1077,慈濟科技大學,09211011,長期照護科_外國學生產學合作專班,D 日,2 二專,14,4,10,-,-,4,10,-,-,-,-,-,-,-,-,-,-,-,-,15 花蓮縣,2 技職
1077,慈濟科技大學,10131016,廚藝管理系,D 日,B 四技,35,19,16,-,-,1,3,7,5,7,7,-,-,-,-,-,-,4,1,15 花蓮縣,2 技職
1077,慈濟科技大學,10199015,觀光餐旅系,D 日,M 碩士,8,5,3,-,-,4,3,-,-,1,-,-,-,-,-,-,-,-,-,15 花蓮縣,2 技職
1077,慈濟科技大學,10199015,觀光餐旅科,D 日,5 五專,28,14,14,-,-,-,1,4,1,1,1,6,6,-,-,-,-,3,5,15 花蓮縣,2 技職
1077,慈濟科技大學,10199015,觀光餐旅系,N 修,B 四技,11,4,7,-,-,1,-,1,1,1,4,-,-,-,-,-,-,1,2,15 花蓮縣,2 技職
1077,慈濟科技大學,10199015,觀光餐旅系,N 修,C 二技,13,6,7,-,-,-,-,-,-,6,7,-,-,-,-,-,-,-,-,15 花蓮縣,2 技職
1077,慈濟科技大學,10199015,觀光餐旅科,N 修,2 二專,11,5,6,-,-,5,3,-,-,-,-,-,-,-,-,-,-,-,3,15 花蓮縣,2 技職
1078,致理科技大學,02112012,多媒體設計系,D 日,B 四技,466,120,346,28,87,27,76,28,85,21,91,-,-,-,-,-,-,16,7,01 新北市,2 技職
1078,致理科技大學,02112012,多媒體設計系,N 修,B 四技,400,150,250,48,65,27,54,33,60,33,58,-,-,-,-,-,-,9,13,01 新北市,2 技職
1078,致理科技大學,02311010,應用英語系,D 日,B 四技,630,191,439,45,103,47,104,45,106,42,116,-,-,-,-,-,-,12,10,01 新北市,2 技職
1078,致理科技大學,02311010,應用英語科,D 日,5 五專,529,100,429,18,92,20,89,25,86,23,86,10,70,-,-,-,-,4,6,01 新北市,2 技職
1078,致理科技大學,02311010,應用英語系,N 修,B 四技,248,85,163,17,38,17,35,23,33,24,37,-,-,-,-,-,-,4,20,01 新北市,2 技職
1078,致理科技大學,02311011,應用日語系,D 日,B 四技,440,106,334,28,83,19,77,26,68,20,80,-,-,-,-,-,-,13,26,01 新北市,2 技職
1078,致理科技大學,02311011,應用日語系,N 修,B 四技,281,100,181,31,54,20,38,30,32,15,36,-,-,-,-,-,-,4,21,01 新北市,2 技職
1078,致理科技大學,04111013,會計資訊系,D 日,B 四技,653,192,461,41,110,52,97,38,107,38,91,-,-,-,-,-,-,23,56,01 新北市,2 技職
1078,致理科技大學,04111013,會計資訊科,D 日,5 五專,228,46,182,10,40,5,45,8,34,15,30,4,31,-,-,-,-,4,2,01 新北市,2 技職
1078,致理科技大學,04111013,會計資訊系,N 修,B 四技,155,50,105,13,24,12,27,14,23,8,23,-,-,-,-,-,-,3,8,01 新北市,2 技職
1078,致理科技大學,04121016,財務金融系,D 日,B 四技,689,196,493,49,112,54,120,45,131,41,124,-,-,-,-,-,-,7,6,01 新北市,2 技職
1078,致理科技大學,04121016,財務金融系,D 日,C 二技,110,24,86,-,-,-,-,11,42,12,44,-,-,-,-,-,-,1,-,01 新北市,2 技職
1078,致理科技大學,04121016,財務金融科,D 日,5 五專,258,52,206,10,46,13,40,10,46,12,28,7,43,-,-,-,-,-,3,01 新北市,2 技職
1078,致理科技大學,04121016,財務金融系,N 修,B 四技,368,163,205,37,46,41,50,34,60,40,36,-,-,-,-,-,-,11,13,01 新北市,2 技職
1078,致理科技大學,04121016,財務金融系,N 修,C 二技,2,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,01 新北市,2 技職
1078,致理科技大學,04131014,企業管理系服務業經營管理碩士班,D 日,M 碩士,26,8,18,3,8,3,7,1,2,1,1,-,-,-,-,-,-,-,-,01 新北市,2 技職
1078,致理科技大學,04131014,企業管理系_雙軌訓練旗艦計畫,D 日,B 四技,34,17,17,-,-,17,17,-,-,-,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
1078,致理科技大學,04131014,企業管理系,D 日,B 四技,703,200,503,44,135,54,121,46,116,49,122,-,-,-,-,-,-,7,9,01 新北市,2 技職
1078,致理科技大學,04131014,企業管理科,D 日,5 五專,272,100,172,27,31,21,37,22,35,16,36,12,27,-,-,-,-,2,6,01 新北市,2 技職
1078,致理科技大學,04131014,企業管理系服務業經營管理碩士在職專班,N 職,M 碩士,45,13,32,5,15,4,8,1,5,2,3,1,1,-,-,-,-,-,-,01 新北市,2 技職
1078,致理科技大學,04131014,企業管理系,N 修,B 四技,463,204,259,39,47,46,51,36,62,62,74,-,-,-,-,-,-,21,25,01 新北市,2 技職
1078,致理科技大學,04132019,行銷與流通管理系,D 日,B 四技,489,110,379,24,92,31,95,23,98,29,88,-,-,-,-,-,-,3,6,01 新北市,2 技職
1078,致理科技大學,04132019,行銷與流通管理系_國際學生產學合作專班,D 日,B 四技,43,9,34,-,-,-,-,-,-,7,28,-,-,-,-,-,-,2,6,01 新北市,2 技職
1078,致理科技大學,04132019,行銷與流通管理系,D 日,C 二技,111,17,94,-,-,-,-,8,48,8,44,-,-,-,-,-,-,1,2,01 新北市,2 技職
1078,致理科技大學,04132019,行銷與流通管理系,N 修,B 四技,633,251,382,70,87,51,93,61,86,52,102,-,-,-,-,-,-,17,14,01 新北市,2 技職
1078,致理科技大學,04141015,國際貿易系碩士班,D 日,M 碩士,24,2,22,2,4,-,9,-,7,-,2,-,-,-,-,-,-,-,-,01 新北市,2 技職
1078,致理科技大學,04141015,國際貿易系,D 日,B 四技,639,152,487,39,126,39,110,26,128,35,111,-,-,-,-,-,-,13,12,01 新北市,2 技職
1078,致理科技大學,04141015,國際貿易科,D 日,5 五專,269,50,219,12,44,12,43,12,46,9,42,5,40,-,-,-,-,-,4,01 新北市,2 技職
1078,致理科技大學,04141015,國際貿易系,N 修,B 四技,181,67,114,8,22,20,26,20,29,14,26,-,-,-,-,-,-,5,11,01 新北市,2 技職
1078,致理科技大學,04199020,商務科技管理系,D 日,B 四技,428,190,238,51,66,43,61,38,58,50,50,-,-,-,-,-,-,8,3,01 新北市,2 技職
1078,致理科技大學,04199020,商務科技管理系,N 修,B 四技,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,01 新北市,2 技職
1078,致理科技大學,06121021,資訊管理系,N 修,B 四技,224,161,63,36,12,38,13,37,17,42,16,-,-,-,-,-,-,8,5,01 新北市,2 技職
1078,致理科技大學,06131021,資訊管理系,D 日,B 四技,710,498,212,118,50,130,47,105,59,110,53,-,-,-,-,-,-,35,3,01 新北市,2 技職
1078,致理科技大學,10151018,休閒遊憩管理系_國際學生產學合作專班,D 日,B 四技,103,31,72,8,24,8,24,15,24,-,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
1078,致理科技大學,10151018,休閒遊憩管理系,D 日,B 四技,407,92,315,20,66,31,73,16,85,17,81,-,-,-,-,-,-,8,10,01 新北市,2 技職
1078,致理科技大學,10151018,休閒遊憩管理系,N 修,B 四技,208,63,145,15,38,15,32,17,27,11,39,-,-,-,-,-,-,5,9,01 新北市,2 技職
1078,致理科技大學,10151018,休閒遊憩管理系_現役軍人營區在職專班,N 修,B 四技,15,15,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
1078,致理科技大學,10199A05,休閒旅遊管理實務_產學攜手專班,D 日,B 四技,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,01 新北市,2 技職
1079,康寧大學,02111001,數位影視動畫科,D 日,5 五專,280,97,183,9,30,13,41,22,41,17,31,32,35,-,-,-,-,4,5,30 臺北市,2 技職
1079,康寧大學,02311003,應用外語學系,D 日,M 碩士,3,-,3,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1079,康寧大學,02311003,應用外語學系,D 日,B 學士,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,30 臺北市,1 一般
1079,康寧大學,02311003,應用外語科,D 日,5 五專,278,65,213,15,46,17,54,13,37,9,34,11,35,-,-,-,-,-,7,30 臺北市,2 技職
1079,康寧大學,02311003,應用外語學系,N 職,M 碩士,1,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1079,康寧大學,03211009,資訊傳播學系,D 日,B 學士,7,5,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,2,30 臺北市,1 一般
1079,康寧大學,03211009,資訊傳播學系,N 職,M 碩士,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1079,康寧大學,04131011,企業管理學系,D 日,M 碩士,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1079,康寧大學,04131011,企業管理科,D 日,5 五專,159,65,94,10,13,12,23,14,12,16,24,13,21,-,-,-,-,-,1,30 臺北市,2 技職
1079,康寧大學,04131011,企業管理學系,N 職,M 碩士,11,4,7,-,-,-,-,1,-,2,5,1,2,-,-,-,-,-,-,30 臺北市,1 一般
1079,康寧大學,04131011,企業管理學系,N 修,C 二技,32,9,23,-,-,-,-,6,10,3,13,-,-,-,-,-,-,-,-,30 臺北市,2 技職
1079,康寧大學,04131011,企業管理學系,P 進,B 學士,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,30 臺北市,1 一般
1079,康寧大學,06131032,資訊管理科,D 日,5 五專,299,182,117,43,35,46,30,39,16,24,17,27,17,-,-,-,-,3,2,30 臺北市,2 技職
1079,康寧大學,06131064,健康數位科技學系,D 日,B 學士,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,30 臺北市,1 一般
1079,康寧大學,09131042,護理科,D 日,5 五專,999,100,899,22,169,20,180,22,180,11,185,25,172,-,-,-,-,-,13,30 臺北市,2 技職
1079,康寧大學,09131043,健康照護管理學系,D 日,M 碩士,2,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1079,康寧大學,09131043,健康照護管理學系,D 日,B 學士,3,1,2,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,1,30 臺北市,1 一般
1079,康寧大學,09131043,健康照護管理學系,P 進,B 學士,3,-,3,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1079,康寧大學,09141045,視光科,D 日,5 五專,358,112,246,20,62,29,58,24,42,26,53,9,26,-,-,-,-,4,5,30 臺北市,2 技職
1079,康寧大學,09141045,視光科,N 修,2 二專,86,43,43,22,22,21,19,-,-,-,-,-,-,-,-,-,-,-,2,30 臺北市,2 技職
1079,康寧大學,09212062,長期照護學系,D 日,B 學士,104,36,68,8,14,10,18,9,17,6,17,-,-,-,-,-,-,3,2,30 臺北市,1 一般
1079,康寧大學,09221048,嬰幼兒保育學系,D 日,B 學士,110,6,104,3,25,1,26,1,21,-,26,-,-,-,-,-,-,1,6,30 臺北市,1 一般
1079,康寧大學,09221048,嬰幼兒保育科,D 日,5 五專,280,15,265,4,39,3,55,2,50,1,50,3,63,-,-,-,-,2,8,30 臺北市,2 技職
1079,康寧大學,09221048,嬰幼兒保育學系,N 修,C 二技,150,6,144,-,-,-,-,4,77,2,67,-,-,-,-,-,-,-,-,30 臺北市,2 技職
1079,康寧大學,09221048,嬰幼兒保育科,N 修,2 二專,96,2,94,1,49,1,44,-,-,-,-,-,-,-,-,-,-,-,1,30 臺北市,2 技職
1079,康寧大學,10131050,餐飲管理學系,D 日,M 碩士,2,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1079,康寧大學,10152055,休閒管理學系,D 日,B 學士,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1079,康寧大學,10152055,休閒管理學系,P 進,B 學士,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1080,宏國德霖科技大學,02123004,創意產品設計系,D 日,B 四技,99,63,36,15,6,15,8,18,7,9,12,-,-,-,-,-,-,6,3,01 新北市,2 技職
1080,宏國德霖科技大學,02123004,創意產品設計系_外國學生專班,D 日,B 四技,17,8,9,8,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
1080,宏國德霖科技大學,02123004,創意產品設計系,N 修,B 四技,43,19,24,5,5,3,6,7,6,4,7,-,-,-,-,-,-,-,-,01 新北市,2 技職
1080,宏國德霖科技大學,02124005,室內設計系,D 日,B 四技,134,76,58,13,9,15,13,22,10,23,23,-,-,-,-,-,-,3,3,01 新北市,2 技職
1080,宏國德霖科技大學,02124005,室內設計系,N 修,B 四技,72,50,22,14,8,8,1,8,4,18,8,-,-,-,-,-,-,2,1,01 新北市,2 技職
1080,宏國德霖科技大學,02124005,室內設計系,N 修,C 二技,43,16,27,-,-,-,-,7,14,8,12,-,-,-,-,-,-,1,1,01 新北市,2 技職
1080,宏國德霖科技大學,02311001,應用外語科,D 日,5 五專,227,73,154,11,21,17,41,14,22,15,38,15,29,-,-,-,-,1,3,01 新北市,2 技職
1080,宏國德霖科技大學,02311002,應用英語系,D 日,B 四技,83,49,34,7,5,15,7,16,8,9,12,-,-,-,-,-,-,2,2,01 新北市,2 技職
1080,宏國德霖科技大學,02311002,應用英語系,D 日,C 二技,70,31,39,-,-,-,-,14,21,17,17,-,-,-,-,-,-,-,1,01 新北市,2 技職
1080,宏國德霖科技大學,02311002,應用英語系,N 修,C 二技,45,18,27,-,-,-,-,9,7,8,16,-,-,-,-,-,-,1,4,01 新北市,2 技職
1080,宏國德霖科技大學,04131006,企業管理系碩士班,D 日,M 碩士,31,16,15,10,10,6,5,-,-,-,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
1080,宏國德霖科技大學,04131006,企業管理系,D 日,B 四技,89,48,41,13,9,7,6,16,9,8,14,-,-,-,-,-,-,4,3,01 新北市,2 技職
1080,宏國德霖科技大學,04131006,企業管理系,N 修,B 四技,83,38,45,10,12,8,8,5,18,15,6,-,-,-,-,-,-,-,1,01 新北市,2 技職
1080,宏國德霖科技大學,04131006,企業管理系,N 修,C 二技,140,64,76,-,-,-,-,26,35,37,40,-,-,-,-,-,-,1,1,01 新北市,2 技職
1080,宏國德霖科技大學,04199011,不動產經營系,N 修,B 四技,75,48,27,15,6,10,10,10,4,13,7,-,-,-,-,-,-,-,-,01 新北市,2 技職
1080,宏國德霖科技大學,04199011,不動產經營系,N 修,C 二技,142,56,86,-,-,-,-,23,38,33,47,-,-,-,-,-,-,-,1,01 新北市,2 技職
1080,宏國德霖科技大學,04199025,會展活動管理系,D 日,B 四技,93,37,56,8,11,11,9,7,23,11,12,-,-,-,-,-,-,-,1,01 新北市,2 技職
1080,宏國德霖科技大學,04199025,會展活動管理系,N 修,B 四技,104,61,43,14,7,18,4,14,14,14,16,-,-,-,-,-,-,1,2,01 新北市,2 技職
1080,宏國德霖科技大學,04199025,會展活動管理科,N 修,2 二專,24,6,18,-,-,4,18,-,-,-,-,-,-,-,-,-,-,2,-,01 新北市,2 技職
1080,宏國德霖科技大學,06131014,資訊工程系_電路板製造國際學生產學合作專班,D 日,B 四技,30,15,15,-,-,-,-,15,15,-,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
1080,宏國德霖科技大學,06131014,資訊工程系,D 日,B 四技,124,115,9,18,2,13,4,45,1,31,2,-,-,-,-,-,-,8,-,01 新北市,2 技職
1080,宏國德霖科技大學,06131014,資訊工程科,D 日,5 五專,192,160,32,41,18,32,2,33,4,31,4,23,3,-,-,-,-,-,1,01 新北市,2 技職
1080,宏國德霖科技大學,06131014,資訊工程系,N 修,B 四技,71,61,10,17,3,5,2,11,1,20,3,-,-,-,-,-,-,8,1,01 新北市,2 技職
1080,宏國德霖科技大學,06131014,資訊工程系,N 修,C 二技,50,38,12,-,-,-,-,15,9,15,3,-,-,-,-,-,-,8,-,01 新北市,2 技職
1080,宏國德霖科技大學,06199015,電腦與通訊工程系,D 日,B 四技,126,118,8,24,5,23,1,27,-,40,2,-,-,-,-,-,-,4,-,01 新北市,2 技職
1080,宏國德霖科技大學,06199015,電腦與通訊工程系,N 修,B 四技,63,52,11,-,-,9,3,27,4,16,4,-,-,-,-,-,-,-,-,01 新北市,2 技職
1080,宏國德霖科技大學,06199015,電腦與通訊工程系,N 修,C 二技,52,45,7,-,-,-,-,22,4,23,3,-,-,-,-,-,-,-,-,01 新北市,2 技職
1080,宏國德霖科技大學,07141012,電子工程系,D 日,B 四技,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,01 新北市,2 技職
1080,宏國德霖科技大學,07141012,電子工程科,D 日,5 五專,14,11,3,-,-,-,-,-,-,-,-,8,2,-,-,-,-,3,1,01 新北市,2 技職
1080,宏國德霖科技大學,07151016,機械工程系,D 日,B 四技,100,98,2,21,-,23,1,25,1,24,-,-,-,-,-,-,-,5,-,01 新北市,2 技職
1080,宏國德霖科技大學,07151016,機械工程科,D 日,5 五專,111,110,1,20,-,26,1,22,-,22,-,20,-,-,-,-,-,-,-,01 新北市,2 技職
1080,宏國德霖科技大學,07151016,機械工程系,N 修,B 四技,73,70,3,18,-,17,1,18,1,15,-,-,-,-,-,-,-,2,1,01 新北市,2 技職
1080,宏國德霖科技大學,07151016,機械工程系,N 修,C 二技,54,50,4,-,-,-,-,29,4,19,-,-,-,-,-,-,-,2,-,01 新北市,2 技職
1080,宏國德霖科技大學,07311026,建築科,D 日,5 五專,62,44,18,17,9,16,6,11,3,-,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
1080,宏國德霖科技大學,07321017,土木工程系,D 日,B 四技,88,82,6,10,1,7,1,29,2,29,2,-,-,-,-,-,-,7,-,01 新北市,2 技職
1080,宏國德霖科技大學,07321017,土木工程科,D 日,5 五專,123,114,9,35,2,18,-,27,1,15,1,17,3,-,-,-,-,2,2,01 新北市,2 技職
1080,宏國德霖科技大學,07321017,土木工程系,N 修,C 二技,145,117,28,-,-,-,-,70,19,43,8,-,-,-,-,-,-,4,1,01 新北市,2 技職
1080,宏國德霖科技大學,08121027,園藝系,D 日,B 四技,71,48,23,16,9,18,7,14,7,-,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
1080,宏國德霖科技大學,10131020,餐旅管理系,D 日,B 四技,265,118,147,34,43,24,31,27,36,24,34,-,-,-,-,-,-,9,3,01 新北市,2 技職
1080,宏國德霖科技大學,10131020,餐旅管理系_旅館管理國際學生產學合作專班,D 日,B 四技,28,9,19,-,-,-,-,9,19,-,-,-,-,-,-,-,-,-,-,01 新北市,2 技職
