"學年度","細學類","細學類名稱","科系名稱","日間∕進修別","等級別","總計","男生計","女生計","一年級男生","一年級女生","二年級男生","二年級女生","三年級男生","三年級女生","四年級男生","四年級女生","五年級男生","五年級女生","六年級男生","六年級女生","七年級男生","七年級女生","延修生男生","延修生女生"
111,07141,電機與電子工程細學類,電子工程系,D 日,B 四技,310,292,18,54,8,57,3,61,3,99,4,0,0,0,0,0,0,21,0
111,07141,電機與電子工程細學類,電子工程系,D 日,B 四技,115,112,3,16,1,29,0,17,1,41,1,0,0,0,0,0,0,9,0
111,07141,電機與電子工程細學類,電子工程系,D 日,B 四技,653,624,29,107,6,131,8,151,3,182,12,0,0,0,0,0,0,53,0
111,07141,電機與電子工程細學類,電子工程系,D 日,B 四技,437,391,46,93,14,97,9,94,18,101,4,0,0,0,0,0,0,6,1
111,07141,電機與電子工程細學類,電子工程系,D 日,B 四技,741,711,30,155,10,159,5,166,6,195,9,0,0,0,0,0,0,36,0
111,07141,電機與電子工程細學類,電子工程系,D 日,B 四技,14,11,3,0,0,5,0,6,3,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系,D 日,B 四技,487,445,42,104,14,109,8,120,13,95,6,0,0,0,0,0,0,17,1
111,07141,電機與電子工程細學類,電子工程系,D 日,B 四技,639,593,46,118,6,155,8,137,17,161,15,0,0,0,0,0,0,22,0
111,07141,電機與電子工程細學類,電子工程系,D 日,C 二技,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系,D 日,C 二技,79,70,9,0,0,0,0,36,7,32,2,0,0,0,0,0,0,2,0
111,07141,電機與電子工程細學類,電子工程系,D 日,C 二技,35,34,1,0,0,0,0,18,0,15,1,0,0,0,0,0,0,1,0
111,07141,電機與電子工程細學類,電子工程系,N 職,M 碩士,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系,N 修,B 四技,574,532,42,152,16,119,14,115,6,112,6,0,0,0,0,0,0,34,0
111,07141,電機與電子工程細學類,電子工程系,N 修,B 四技,10,8,2,0,0,0,0,0,0,7,2,0,0,0,0,0,0,1,0
111,07141,電機與電子工程細學類,電子工程系,N 修,B 四技,87,83,4,15,0,26,0,14,0,21,4,0,0,0,0,0,0,7,0
111,07141,電機與電子工程細學類,電子工程系,N 修,B 四技,31,31,0,3,0,4,0,8,0,12,0,0,0,0,0,0,0,4,0
111,07141,電機與電子工程細學類,電子工程系,N 修,B 四技,83,69,14,17,9,16,3,24,1,9,1,0,0,0,0,0,0,3,0
111,07141,電機與電子工程細學類,電子工程系,N 修,B 四技,51,44,7,14,3,16,0,3,3,7,1,0,0,0,0,0,0,4,0
111,07141,電機與電子工程細學類,電子工程系,N 修,B 四技,291,268,23,47,3,44,3,83,6,87,10,0,0,0,0,0,0,7,1
111,07141,電機與電子工程細學類,電子工程系,N 修,B 四技,24,20,4,0,0,3,2,10,2,0,0,0,0,0,0,0,0,7,0
111,07141,電機與電子工程細學類,電子工程系,N 修,B 四技,441,419,22,122,7,94,7,76,4,89,1,0,0,0,0,0,0,38,3
111,07141,電機與電子工程細學類,電子工程系,N 修,C 二技,69,64,5,0,0,0,0,33,3,27,2,0,0,0,0,0,0,4,0
111,07141,電機與電子工程細學類,電子工程系(建工校區),D 日,B 四技,656,595,61,132,19,153,19,163,11,131,12,0,0,0,0,0,0,16,0
111,07141,電機與電子工程細學類,電子工程系(建工校區),N 修,B 四技,279,253,26,64,4,61,4,56,11,54,6,0,0,0,0,0,0,18,1
111,07141,電機與電子工程細學類,電子工程系(建工校區)_智慧資電系統技優專班,D 日,B 四技,18,17,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系(第一校區),D 日,B 四技,322,307,15,69,4,68,3,87,3,73,5,0,0,0,0,0,0,10,0
111,07141,電機與電子工程細學類,電子工程系_年輕移工在職進修專班,N 修,B 四技,16,1,15,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系_年輕移工在職進修專班,N 修,2 二專,14,11,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系_系統應用學程國際學生產學合作專班,D 日,B 四技,26,5,21,0,0,0,0,0,0,5,21,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系_香港二技專班,D 日,C 二技,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系_香港二技專班,D 日,C 二技,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系_國際學生產學合作國際專班,D 日,B 四技,167,89,78,30,39,12,11,0,0,47,28,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系_國際學生產學合作專班,D 日,B 四技,47,24,23,0,0,24,23,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系_國際學生產學合作專班,D 日,B 四技,32,17,15,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系_國際學生產學合作專班,D 日,B 四技,31,18,13,16,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0
111,07141,電機與電子工程細學類,電子工程系_國際學生產學合作專班,D 日,B 四技,29,13,16,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系_國際學生產學合作專班,D 日,B 四技,14,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4
111,07141,電機與電子工程細學類,電子工程系_國際學生產學合作專班,D 日,C 二技,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,07141,電機與電子工程細學類,電子工程系_國際學生電子產品檢測國際學生產學合作專班,D 日,B 四技,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2
111,07141,電機與電子工程細學類,電子工程系_國際機電自動化工程與管理碩士學程外國學生專班,D 日,M 碩士,9,7,2,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系_現役軍人營區在職專班,N 職,M 碩士,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系_晶片應用學程國際學生產學合作專班,D 日,B 四技,20,9,11,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系_智慧生活科技應用學程產學合作國際專班,D 日,B 四技,47,27,20,0,0,16,10,11,10,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系_智慧物聯網學程國際學生產學合作專班,D 日,B 四技,36,14,22,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系_新南向國際學生半導體技術產學合作專班,D 日,B 四技,123,76,47,30,10,13,8,18,9,15,20,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系_資訊電子應用專班,D 日,B 四技,260,163,97,55,35,40,23,68,39,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系_電力電子產業研發碩士專班,D 日,M 碩士,11,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系_電子產業專班,D 日,B 四技,282,159,123,47,37,49,18,44,35,19,33,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系_電腦與通訊學程國際學生產學合作專班,D 日,B 四技,33,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7
111,07141,電機與電子工程細學類,電子工程系_電資工程與科技管理外國學生碩士專班,D 日,M 碩士,16,12,4,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系_機電整合僑生專班,D 日,B 四技,39,24,15,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系博士班,D 日,D 博士,12,9,3,1,1,1,0,2,2,2,0,1,0,2,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系博士班,D 日,D 博士,88,82,6,13,3,17,0,19,1,12,1,9,0,6,0,6,1,0,0
111,07141,電機與電子工程細學類,電子工程系博士班,D 日,D 博士,8,7,1,2,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系博士班,D 日,D 博士,45,41,4,7,0,6,2,5,0,6,1,7,1,6,0,4,0,0,0
111,07141,電機與電子工程細學類,電子工程系博士班(建工校區),D 日,D 博士,62,55,7,11,1,8,2,9,0,8,1,6,1,8,0,5,2,0,0
111,07141,電機與電子工程細學類,電子工程系碩士在職專班,N 職,M 碩士,42,36,6,14,4,15,1,6,0,1,1,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系碩士在職專班,N 職,M 碩士,121,99,22,30,10,25,5,30,3,9,2,3,1,2,1,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系碩士在職專班(建工校區),N 職,M 碩士,43,38,5,21,1,12,3,3,0,1,1,0,0,1,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系碩士在職專班(第一校區),N 職,M 碩士,40,37,3,10,1,9,2,6,0,5,0,7,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系碩士班,D 日,M 碩士,193,174,19,76,6,71,11,21,2,6,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系碩士班,D 日,M 碩士,103,96,7,44,5,42,1,7,1,2,0,1,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系碩士班,D 日,M 碩士,57,48,9,17,1,20,3,10,4,1,1,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系碩士班,D 日,M 碩士,41,41,0,19,0,10,0,10,0,2,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系碩士班,D 日,M 碩士,12,9,3,6,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系碩士班,D 日,M 碩士,72,66,6,19,3,31,2,13,1,3,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系碩士班,D 日,M 碩士,485,401,84,190,46,159,33,41,5,11,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系碩士班,D 日,M 碩士,72,69,3,31,2,32,1,5,0,1,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系碩士班,D 日,M 碩士,279,244,35,103,18,117,12,18,4,6,1,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系碩士班,D 日,M 碩士,23,22,1,10,0,6,1,4,0,1,0,0,0,0,0,1,0,0,0
111,07141,電機與電子工程細學類,電子工程系碩士班(建工校區),D 日,M 碩士,151,137,14,66,6,63,8,8,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程系碩士班(第一校區),D 日,M 碩士,62,56,6,29,5,22,1,5,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程研究所,D 日,D 博士,42,38,4,5,2,10,1,7,0,3,0,5,0,3,1,5,0,0,0
111,07141,電機與電子工程細學類,電子工程研究所,D 日,M 碩士,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程研究所,D 日,M 碩士,218,185,33,71,10,61,16,44,6,9,1,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程科,D 日,2 二專,70,69,1,31,1,33,0,0,0,0,0,0,0,0,0,0,0,5,0
111,07141,電機與電子工程細學類,電子工程科,D 日,2 二專,23,21,2,17,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程科,D 日,5 五專,185,166,19,46,2,32,4,34,4,36,6,18,3,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程科,D 日,5 五專,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
111,07141,電機與電子工程細學類,電子工程科,D 日,5 五專,20,19,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,2,0
111,07141,電機與電子工程細學類,電子工程科,N 修,2 二專,37,32,5,7,1,13,4,0,0,0,0,0,0,0,0,0,0,12,0
111,07141,電機與電子工程細學類,電子工程學系,D 日,D 博士,18,15,3,2,1,2,0,0,0,2,0,1,1,1,0,7,1,0,0
111,07141,電機與電子工程細學類,電子工程學系,D 日,D 博士,30,28,2,5,0,5,0,3,0,6,0,2,0,3,0,4,2,0,0
111,07141,電機與電子工程細學類,電子工程學系,D 日,D 博士,10,10,0,1,0,3,0,0,0,1,0,2,0,0,0,3,0,0,0
111,07141,電機與電子工程細學類,電子工程學系,D 日,M 碩士,19,17,2,6,0,6,2,2,0,3,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程學系,D 日,M 碩士,121,96,25,39,16,39,6,13,2,5,1,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程學系,D 日,M 碩士,36,32,4,16,2,14,2,0,0,2,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程學系,D 日,M 碩士,84,75,9,30,3,26,3,17,3,2,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程學系,D 日,M 碩士,19,17,2,8,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程學系,D 日,M 碩士,6,6,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程學系,D 日,M 碩士,30,26,4,12,1,10,3,2,0,2,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程學系,D 日,M 碩士,29,25,4,8,1,9,2,7,1,1,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程學系,D 日,M 碩士,79,73,6,32,3,33,3,7,0,1,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程學系,D 日,M 碩士,44,37,7,16,1,13,4,6,1,2,1,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程學系,D 日,B 學士,610,487,123,103,26,119,40,123,33,120,22,0,0,0,0,0,0,22,2
111,07141,電機與電子工程細學類,電子工程學系,D 日,B 學士,372,310,62,82,16,74,24,76,10,67,12,0,0,0,0,0,0,11,0
111,07141,電機與電子工程細學類,電子工程學系,D 日,B 學士,196,155,41,36,12,40,8,39,10,36,10,0,0,0,0,0,0,4,1
111,07141,電機與電子工程細學類,電子工程學系,D 日,B 學士,617,495,122,92,33,166,33,117,30,97,25,0,0,0,0,0,0,23,1
111,07141,電機與電子工程細學類,電子工程學系,D 日,B 學士,29,28,1,0,0,0,0,0,0,12,1,0,0,0,0,0,0,16,0
111,07141,電機與電子工程細學類,電子工程學系,D 日,B 學士,242,205,37,43,10,61,10,44,6,45,11,0,0,0,0,0,0,12,0
111,07141,電機與電子工程細學類,電子工程學系,D 日,B 學士,740,639,101,169,22,169,26,137,31,143,21,0,0,0,0,0,0,21,1
111,07141,電機與電子工程細學類,電子工程學系,D 日,B 學士,185,137,48,40,8,37,10,30,18,28,11,0,0,0,0,0,0,2,1
111,07141,電機與電子工程細學類,電子工程學系,D 日,B 學士,309,275,34,66,9,70,12,60,6,62,6,0,0,0,0,0,0,17,1
111,07141,電機與電子工程細學類,電子工程學系,D 日,B 學士,338,231,107,46,33,57,32,53,24,58,18,0,0,0,0,0,0,17,0
111,07141,電機與電子工程細學類,電子工程學系,D 日,B 學士,363,271,92,72,14,61,34,63,27,68,16,0,0,0,0,0,0,7,1
111,07141,電機與電子工程細學類,電子工程學系,N 職,M 碩士,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程學系,N 職,M 碩士,29,24,5,11,2,5,1,2,2,3,0,3,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子工程學研究所,D 日,D 博士,115,103,12,13,3,26,4,16,0,19,2,8,0,5,2,16,1,0,0
111,07141,電機與電子工程細學類,電子工程學研究所,D 日,M 碩士,429,363,66,136,35,129,17,70,8,28,6,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子研究所,D 日,D 博士,112,99,13,20,1,16,2,16,1,12,4,8,4,14,1,13,0,0,0
111,07141,電機與電子工程細學類,電子研究所,D 日,M 碩士,597,474,123,163,50,158,46,127,24,26,3,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電子資訊科,D 日,5 五專,34,30,4,0,0,0,0,4,1,8,2,13,1,0,0,0,0,5,0
111,07141,電機與電子工程細學類,電信工程系,D 日,B 四技,197,184,13,51,4,46,1,40,3,37,5,0,0,0,0,0,0,10,0
111,07141,電機與電子工程細學類,電信工程研究所,D 日,D 博士,43,39,4,5,1,5,1,3,1,4,1,4,0,6,0,12,0,0,0
111,07141,電機與電子工程細學類,電信工程研究所,D 日,M 碩士,319,275,44,100,20,96,17,70,7,9,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電信工程國際碩士學位學程,D 日,M 碩士,12,6,6,1,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電信工程學研究所,D 日,D 博士,76,69,7,9,1,14,3,7,1,18,1,8,1,7,0,6,0,0,0
111,07141,電機與電子工程細學類,電信工程學研究所,D 日,M 碩士,377,307,70,122,30,123,27,45,10,17,3,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電信工程學研究所產學研發博士班,D 日,D 博士,23,23,0,12,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電信工程學研究所智慧科技與資訊安全碩士在職專班,N 職,M 碩士,28,23,5,7,4,7,0,7,1,2,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電訊工程系,D 日,B 四技,195,179,16,42,4,43,4,46,3,37,5,0,0,0,0,0,0,11,0
111,07141,電機與電子工程細學類,電訊工程系,N 修,B 四技,230,208,22,31,4,42,4,37,6,69,6,0,0,0,0,0,0,29,2
111,07141,電機與電子工程細學類,電訊工程系_系統實務產業產學攜手專班,N 修,B 四技,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,07141,電機與電子工程細學類,電訊工程系碩士在職專班,N 職,M 碩士,17,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電訊工程系碩士班,D 日,M 碩士,29,25,4,7,0,13,3,3,1,2,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電控工程研究所,D 日,D 博士,45,37,8,6,2,7,2,3,1,10,0,3,2,5,1,3,0,0,0
111,07141,電機與電子工程細學類,電控工程研究所,D 日,M 碩士,198,176,22,68,8,54,8,45,4,9,2,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電腦與通訊工程系,D 日,B 四技,342,325,17,59,5,86,4,76,1,67,6,0,0,0,0,0,0,37,1
111,07141,電機與電子工程細學類,電腦與通訊工程系,D 日,B 四技,510,469,41,109,14,112,10,127,7,107,9,0,0,0,0,0,0,14,1
111,07141,電機與電子工程細學類,電腦與通訊工程系,D 日,C 二技,4,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0
111,07141,電機與電子工程細學類,電腦與通訊工程系_國際學生產學專班,D 日,B 四技,118,72,46,72,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電腦與通訊工程系碩士在職專班,N 職,M 碩士,20,18,2,6,0,3,1,4,0,2,0,1,1,2,0,0,0,0,0
111,07141,電機與電子工程細學類,電腦與通訊工程系碩士班,D 日,M 碩士,74,73,1,41,1,28,0,2,0,2,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電腦與通訊系,D 日,B 四技,130,115,15,34,7,31,2,18,3,28,3,0,0,0,0,0,0,4,0
111,07141,電機與電子工程細學類,電腦與通訊系,D 日,B 四技,186,175,11,27,4,59,3,39,3,44,0,0,0,0,0,0,0,6,1
111,07141,電機與電子工程細學類,電腦與通訊系,N 修,B 四技,33,32,1,9,0,3,0,10,1,4,0,0,0,0,0,0,0,6,0
111,07141,電機與電子工程細學類,電腦與通訊系,N 修,B 四技,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電腦與通訊系_國際學生產學合作專班,D 日,B 四技,33,10,23,0,0,0,0,0,0,10,23,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電腦與通訊系_國際學生產學合作專班,D 日,B 四技,32,28,4,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電腦與通訊系碩士在職專班,N 職,M 碩士,29,21,8,8,5,9,2,3,1,1,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電腦與通訊系碩士班,D 日,M 碩士,20,17,3,13,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電腦與通訊系碩士班,D 日,M 碩士,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電資研究所,D 日,M 碩士,24,21,3,9,3,4,0,6,0,2,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電資學士班,D 日,B 四技,45,40,5,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電資學士班,D 日,B 四技,159,126,33,22,11,47,8,15,6,34,7,0,0,0,0,0,0,8,1
111,07141,電機與電子工程細學類,電資學院_外國學生專班,D 日,D 博士,24,19,5,4,3,3,1,6,0,5,1,1,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電資學院_外國學生專班,D 日,M 碩士,29,22,7,8,4,10,3,3,0,1,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電資學院_外國學生專班,D 日,B 四技,27,24,3,0,0,0,0,12,3,12,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系,D 日,B 四技,52,50,2,2,0,18,2,8,0,21,0,0,0,0,0,0,0,1,0
111,07141,電機與電子工程細學類,電機工程系,D 日,B 四技,578,553,25,127,9,136,6,136,9,142,1,0,0,0,0,0,0,12,0
111,07141,電機與電子工程細學類,電機工程系,D 日,B 四技,900,878,22,203,6,218,5,228,6,202,4,0,0,0,0,0,0,27,1
111,07141,電機與電子工程細學類,電機工程系,D 日,B 四技,706,671,35,125,4,177,13,180,7,163,11,0,0,0,0,0,0,26,0
111,07141,電機與電子工程細學類,電機工程系,D 日,B 四技,874,834,40,184,13,224,11,200,10,197,5,0,0,0,0,0,0,29,1
111,07141,電機與電子工程細學類,電機工程系,D 日,B 四技,755,745,10,148,2,175,2,174,3,219,2,0,0,0,0,0,0,29,1
111,07141,電機與電子工程細學類,電機工程系,D 日,B 四技,1194,1162,32,215,9,229,6,311,5,343,11,0,0,0,0,0,0,64,1
111,07141,電機與電子工程細學類,電機工程系,D 日,B 四技,710,679,31,155,7,155,11,184,7,175,6,0,0,0,0,0,0,10,0
111,07141,電機與電子工程細學類,電機工程系,D 日,B 四技,199,199,0,51,0,48,0,48,0,41,0,0,0,0,0,0,0,11,0
111,07141,電機與電子工程細學類,電機工程系,D 日,B 四技,170,170,0,36,0,32,0,40,0,50,0,0,0,0,0,0,0,12,0
111,07141,電機與電子工程細學類,電機工程系,D 日,B 四技,877,838,39,188,12,196,13,214,6,215,7,0,0,0,0,0,0,25,1
111,07141,電機與電子工程細學類,電機工程系,D 日,B 四技,48,48,0,12,0,12,0,3,0,16,0,0,0,0,0,0,0,5,0
111,07141,電機與電子工程細學類,電機工程系,D 日,B 四技,441,423,18,102,1,97,5,103,8,107,4,0,0,0,0,0,0,14,0
111,07141,電機與電子工程細學類,電機工程系,D 日,B 四技,2062,2000,62,446,15,479,19,495,13,513,14,0,0,0,0,0,0,67,1
111,07141,電機與電子工程細學類,電機工程系,D 日,C 二技,21,21,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,4,0
111,07141,電機與電子工程細學類,電機工程系,D 日,C 二技,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系,D 日,C 二技,97,94,3,0,0,0,0,42,1,47,2,0,0,0,0,0,0,5,0
111,07141,電機與電子工程細學類,電機工程系,N 修,B 四技,133,127,6,13,0,20,1,37,2,40,3,0,0,0,0,0,0,17,0
111,07141,電機與電子工程細學類,電機工程系,N 修,B 四技,151,150,1,35,0,25,0,39,1,43,0,0,0,0,0,0,0,8,0
111,07141,電機與電子工程細學類,電機工程系,N 修,B 四技,373,358,15,81,7,76,3,96,3,92,2,0,0,0,0,0,0,13,0
111,07141,電機與電子工程細學類,電機工程系,N 修,B 四技,63,60,3,10,2,5,1,15,0,20,0,0,0,0,0,0,0,10,0
111,07141,電機與電子工程細學類,電機工程系,N 修,B 四技,1299,1247,52,349,24,245,10,301,11,275,5,0,0,0,0,0,0,77,2
111,07141,電機與電子工程細學類,電機工程系,N 修,B 四技,590,577,13,165,5,117,2,129,4,142,1,0,0,0,0,0,0,24,1
111,07141,電機與電子工程細學類,電機工程系,N 修,B 四技,23,23,0,0,0,2,0,2,0,19,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系,N 修,B 四技,412,391,21,120,13,72,5,100,2,82,1,0,0,0,0,0,0,17,0
111,07141,電機與電子工程細學類,電機工程系,N 修,B 四技,60,58,2,12,2,13,0,8,0,19,0,0,0,0,0,0,0,6,0
111,07141,電機與電子工程細學類,電機工程系,N 修,B 四技,230,219,11,38,1,44,1,45,5,61,4,0,0,0,0,0,0,31,0
111,07141,電機與電子工程細學類,電機工程系,N 修,B 四技,354,344,10,49,3,42,0,126,2,111,5,0,0,0,0,0,0,16,0
111,07141,電機與電子工程細學類,電機工程系,N 修,B 四技,193,184,9,47,3,46,2,36,4,47,0,0,0,0,0,0,0,8,0
111,07141,電機與電子工程細學類,電機工程系,N 修,C 二技,40,38,2,0,0,0,0,23,1,14,1,0,0,0,0,0,0,1,0
111,07141,電機與電子工程細學類,電機工程系,N 修,C 二技,61,58,3,0,0,0,0,31,2,27,1,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系,N 修,C 二技,16,15,1,0,0,0,0,0,0,14,1,0,0,0,0,0,0,1,0
111,07141,電機與電子工程細學類,電機工程系,N 修,C 二技,160,149,11,0,0,0,0,86,5,56,6,0,0,0,0,0,0,7,0
111,07141,電機與電子工程細學類,電機工程系,N 修,C 二技,16,14,2,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系,N 修,C 二技,77,67,10,0,0,0,0,40,7,25,3,0,0,0,0,0,0,2,0
111,07141,電機與電子工程細學類,電機工程系_人工智慧視覺技術產業碩士專班,D 日,M 碩士,15,14,1,9,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系_工業4.0科技產業碩士專班,D 日,M 碩士,21,19,2,7,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系_太陽光電發電系統工程新南向產學合作專班,D 日,B 四技,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系_光電科技產業專班,N 修,B 四技,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
111,07141,電機與電子工程細學類,電機工程系_香港二技專班,D 日,C 二技,6,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
